"K20_1M10" "K20_1M2" "K20_1S10" "K20_1S2" "K20_2M10" "K20_2M2" "K20_2S10" "K20_2S2" "K20_3M10" "K20_3M2" "K20_3S10" "K20_3S2" "K21_1M10" "K21_1M2" "K21_1S10" "K21_1S2" "K21_2M10" "K21_2M2" "K21_2S10" "K21_2S2" "K21_3M10" "K21_3M2" "K21_3S10" "K21_3S2" "K22_1M10" "K22_1M2" "K22_1S10" "K22_1S2" "K22_2M10" "K22_2M2" "K22_2S10" "K22_2S2" "K22_3M10" "K22_3M2" "K22_3S10" "K22_3S2"
"K21_3M10" 6891.34773656896 6558.9803574044 7208.58576648719 7552.56548922861 8051.69284855449 6977.65621663669 8186.92993085385 7459.54886715155 7352.00574615604 6874.28965886584 7786.57995546272 7958.63148595476 2425.28393386567 3074.82026147119 3869.68948697115 3801.87883460323 1958.20235403548 3397.88770020368 2877.20005728194 3320.23946596257 0 2938.43464988971 3972.08771053541 4319.99691238541 5044.5297449465 6329.27235223741 5108.79855311138 6840.26087307051 4749.34685919092 5973.51165113041 4802.15648154467 6627.355787116 4339.0407650068 6835.52306621824 5262.46624547689 6938.00639966435
"K21_3M2" 7784.17259399318 6569.86880574967 7839.1490190434 7601.13060333343 9156.32949024013 7194.79991234733 8565.65586654039 7458.00731767642 8276.33810812877 7200.47403094716 8446.75874270925 7850.45278982314 2550.12324515664 1160.94142296947 4295.74864362118 2545.55676108865 2616.17194258439 1224.06261323878 4113.82252624764 2803.56029367444 2938.43464988971 0 4177.62294715032 3209.17962464528 6327.35670524013 6502.00032758275 6463.79450541431 6795.50754773306 6004.84939703701 6369.16839278521 6186.70863258507 6519.6024492387 5833.16850846102 6852.8511628612 6273.0982870796 6702.49381397639
"K21_3S10" 8363.3188622918 6563.11748399382 6969.82547910562 6712.93458807035 9870.77434732653 7483.46373146578 7024.40750145309 6787.09507585964 8828.64821884983 7475.0229680765 7521.90194862248 6860.67825305566 3921.59754661475 4585.49179925336 2821.43259579741 3302.42890206776 3534.4937658026 4240.19396004963 2221.93783953857 3458.54072465614 3972.08771053541 4177.62294715032 0 3210.90078429057 7317.31768350949 7779.68204562635 6303.69582835381 6675.59173559043 6861.58478330814 7788.14068647664 5751.00675293971 6277.37072023174 6315.35333330728 7941.56409091664 5727.03812522801 6463.67136123651
"K21_3S2" 8601.65878959233 6622.01860929873 7576.59545670708 6892.49619144668 10140.1367671985 7608.43767636001 8073.33331519494 6840.92490118965 9117.51960599933 7611.16660961271 8360.74799379501 7039.92421362921 3652.85403240856 3451.95707133573 3360.23356554676 1758.70069690371 3824.03668963253 3098.12288141338 3859.02338657372 1769.77125779656 4319.99691238541 3209.17962464528 3210.90078429057 0 6950.02696469636 7265.99986004637 6150.56024831364 5705.23147035288 6533.55494517881 7157.5783103604 5942.25219825002 5419.63791202261 6327.06838907222 7377.34886619222 5628.45206081942 5726.21432843082
"K22_1M10" 8316.88309518031 8553.02212931867 9077.16876007187 9476.64529646292 8999.88789789203 8750.62681514401 10260.5355046798 9429.19833933018 8575.38739220836 8692.40726768558 9552.1615839981 10041.5002876088 5414.71281025447 6310.30482816172 6321.31951663472 6805.02755836226 5569.31547733758 6435.29266206062 6300.0293075763 6058.6113006766 5044.5297449465 6327.35670524013 7317.31768350949 6950.02696469636 0 3954.3040440763 3316.39703577159 5573.8354431719 1171.35709659285 3546.83912303129 3794.74993916948 5693.27288087711 2545.37300691202 4515.4801644679 4269.54880985318 6202.9162033979
"K22_1M2" 9629.14080356549 9308.17850893208 10159.9292352001 10129.0203352384 10404.2791853785 9582.81437154367 10980.175262376 10135.5320673743 9827.01089597282 9633.36021281765 10457.618720141 10697.8760996405 6304.67470452341 6711.21333722913 7407.54050600998 7036.02573411072 6310.03220477366 6431.76521476451 7187.73431119613 6862.95797686911 6329.27235223741 6502.00032758275 7779.68204562635 7265.99986004637 3954.3040440763 0 5416.34480999358 4933.41376531979 3643.12215986391 1719.73245823113 5475.13932261726 4950.05427752968 4267.63678369569 1364.66810600382 5214.73036816345 5276.06331491401
"K22_1S10" 8006.0427074729 7928.89530575222 7928.41507175717 8143.54571279165 8790.21642543585 8133.78940213042 9017.0125840064 8182.31724609064 8247.95243904179 8056.56948477143 8461.17946599903 8821.23296263833 5712.62915913204 6548.29212443671 5281.08383585791 5981.59876056712 5513.18980666321 6668.97853714055 5285.7591259062 5227.30153100946 5108.79855311138 6463.79450541431 6303.69582835381 6150.56024831364 3316.39703577159 5416.34480999358 0 4310.48546114864 3262.72910485003 5067.37290657195 1499.67765471702 4296.63403932279 3126.42770983545 5999.93133258309 2017.70595008944 4703.35990013489
"K22_1S2" 10213.9679521442 8995.26987200107 9466.29270092799 8958.80666642973 11261.6102652078 9612.74505053936 10082.1242816232 9054.02507412869 10455.304616682 9605.80802550786 9957.84150481567 9454.83467769947 6451.39357039726 6999.22501590548 6089.32243844408 5862.34986193612 6562.41957950016 6617.51340721515 6525.7963972041 5729.16624163472 6840.26087307051 6795.50754773306 6675.59173559043 5705.23147035288 5573.8354431719 4933.41376531979 4310.48546114864 0 5182.97373502059 4891.71185041248 4464.87972879526 1199.01603941606 5438.21186979657 4959.54300889927 3496.08931080685 1663.41739422052
"K22_2M10" 8152.06825640055 8194.69476654043 8744.33335876307 9046.22863033374 8952.7965474806 8465.83378591512 9877.39480868452 9018.10181034339 8449.02752312979 8413.33407110423 9260.4757479178 9596.02609752858 5076.8799531775 6053.41968140125 5954.61259960629 6387.85361922345 5234.31613889148 6075.34618102538 5918.28110740106 5688.04967059441 4749.34685919092 6004.84939703701 6861.58478330814 6533.55494517881 1171.35709659285 3643.12215986391 3262.72910485003 5182.97373502059 0 3310.80531155286 3522.74534567508 5285.1400089908 2171.71659308292 4164.02725989878 3968.03829577508 5799.45488449303
"K22_2M2" 9389.95164797009 9253.28977730307 10025.7466581221 10144.772629154 10088.318686906 9545.86793487734 10960.314366365 10131.8461556912 9578.17247045378 9537.80489050184 10343.0790043628 10715.3028458582 6073.85658164453 6500.7802778635 7295.00548966596 6933.50657699256 6132.48199206556 6346.58355455061 7032.22948431885 6677.62860849598 5973.51165113041 6369.16839278521 7788.14068647664 7157.5783103604 3546.83912303129 1719.73245823113 5067.37290657195 4891.71185041248 3310.80531155286 0 5208.08069819592 5032.14239355172 4042.11632510202 2256.78334844863 5096.50595666291 5317.22766557781
"K22_2S10" 7583.51439587209 7409.49912687065 7392.10677744189 7514.29544640744 8437.2728887013 7599.36329716385 8336.83003638327 7607.48062222968 7832.23255024637 7551.34137919824 7860.75555179263 8251.65933886722 5612.71250265024 6393.71452073224 5104.24880226394 5619.84840432473 5142.2186967576 6435.48104399002 4716.62653957615 5060.55332353543 4802.15648154467 6186.70863258507 5751.00675293971 5942.25219825002 3794.74993916948 5475.13932261726 1499.67765471702 4464.87972879526 3522.74534567508 5208.08069819592 0 4268.92643685098 2997.17390158555 6100.49780528282 1700.48166595006 4553.25826478114
"K22_2S2" 9881.86804617245 8619.72143771663 9142.16843134136 8539.91787612436 10986.9543880543 9202.49316298372 9746.82928077612 8652.19308854483 10147.2829916033 9228.12144827246 9612.93100406919 9082.6339226502 6355.28893668269 6778.28663545004 5954.90067688415 5543.51040414831 6264.7309185053 6361.04835495194 6204.41606122709 5458.18994500648 6627.355787116 6519.6024492387 6277.37072023174 5419.63791202261 5693.27288087711 4950.05427752968 4296.63403932279 1199.01603941606 5285.1400089908 5032.14239355172 4268.92643685098 0 5231.38248784957 5078.2536380511 3176.47507502332 1363.19702665517
"K22_3M10" 7358.41647757462 7546.59054856574 8107.27795312506 8311.39801009052 8163.56929444756 7643.43798822282 9277.78423366234 8333.15639766178 7647.49972822853 7667.2312940292 8523.52945372919 9040.2081495847 5214.03979356204 6022.19080953466 5947.34939259329 6145.06157227066 4718.3208256071 5973.90549269227 5262.29550803015 5466.75574006181 4339.0407650068 5833.16850846102 6315.35333330728 6327.06838907222 2545.37300691202 4267.63678369569 3126.42770983545 5438.21186979657 2171.71659308292 4042.11632510202 2997.17390158555 5231.38248784957 0 4965.11120358228 3265.80962188623 5780.1748023946
"K22_3M2" 10293.7228212736 9720.10049615872 10578.6305471579 10533.6952015243 11137.832694817 10182.0292538549 11271.0557178077 10547.2817234373 10504.0716353476 10206.3242602952 10876.4310636365 11007.9729264626 6542.5588046714 7063.94590766601 7607.36424646527 7319.31792076126 6720.14495949158 6678.93653655633 7536.12889275661 7210.1319397569 6835.52306621824 6852.8511628612 7941.56409091664 7377.34886619222 4515.4801644679 1364.66810600382 5999.93133258309 4959.54300889927 4164.02725989878 2256.78334844863 6100.49780528282 5078.2536380511 4965.11120358228 0 5733.42068346082 5436.58680764386
"K22_3S10" 8135.61319921569 7624.24498798832 7815.25782049764 7637.90722252352 9046.0548101225 7901.32875766275 8665.17345375793 7758.65385884834 8372.04457218387 7913.28142329516 8238.5060689752 8408.14207982459 5843.61632666071 6517.15099489165 5323.63605894676 5554.87042420518 5324.13666798271 6397.15678708378 4911.75863145325 5029.81882408821 5262.46624547689 6273.0982870796 5727.03812522801 5628.45206081942 4269.54880985318 5214.73036816345 2017.70595008944 3496.08931080685 3968.03829577508 5096.50595666291 1700.48166595006 3176.47507502332 3265.80962188623 5733.42068346082 0 3672.79667316436
"K22_3S2" 9980.68629863114 8665.04245224102 9115.45242396434 8484.76639469046 11079.2026415942 9231.20700151875 9622.0043101055 8600.49416599817 10218.3639461844 9250.2607776088 9576.02612546795 8999.12639128438 6651.24136729162 6998.41416154004 6156.90874062134 5661.80632366084 6563.64372483758 6593.55227961222 6433.8390119191 5756.30564614392 6938.00639966435 6702.49381397639 6463.67136123651 5726.21432843082 6202.9162033979 5276.06331491401 4703.35990013489 1663.41739422052 5799.45488449303 5317.22766557781 4553.25826478114 1363.19702665517 5780.1748023946 5436.58680764386 3672.79667316436 0
