"K20_1M10" "K20_1M2" "K20_1S10" "K20_1S2" "K20_2M10" "K20_2M2" "K20_2S10" "K20_2S2" "K20_3M10" "K20_3M2" "K20_3S10" "K20_3S2" "K21_1M10" "K21_1M2" "K21_1S10" "K21_1S2" "K21_2M10" "K21_2M2" "K21_2S10" "K21_2S2" "K21_3M10" "K21_3M2" "K21_3S10" "K21_3S2" "K22_1M10" "K22_1M2" "K22_1S10" "K22_1S2" "K22_2M10" "K22_2M2" "K22_2S10" "K22_2S2" "K22_3M10" "K22_3M2" "K22_3S10" "K22_3S2"
"ASV78" 1.5 5 2 3 0 5 2 8 2 2 0 2 188 280.5 161 329 144 339 91 224 164 279 102 278 162 341 121 314.5 199 350 106 178.5 123 358 133 310
"ASV79" 18.5 47 7 42 28.5 72 13 58 31 38 18 48 223 265.5 169.5 220 273 257 185.5 210 256.5 242.5 154 208 181.5 210 143 164.5 171 167.5 129 196 170 167 149 163
"ASV80" 3 2 1 0 1 4 2 1 2 0 4 1 388.5 435 271 475 424 417 310 391 402 463 300 291 93 99 61 72 107 103 104 74 66 84.5 34 107
"ASV81" 189.5 203 281 207 180.5 248 250.5 250 187 228 253 216.5 131 113 215 150 120 119 241 184 144 98.5 203 176 116 47 167 94 138 57 184 128 128 56 159 92.5
"ASV82" 234 180 185 187.5 196 214.5 135 214 154 225 160 170 107 133 87.5 124 120 153 111 138 116 140 122 186 92 121 85 106 80 93 69 97 95 92 93 79.5
"ASV83" 505.5 238 360 281 599 262 339 271.5 426.5 335 394 245 77 44 58 52 74 69 54 45 73.5 47 51 23 113 52 167 54 103.5 60 83 82 115 89 58.5 41
"ASV84" 28 18 71 5 16 11 28 2 19.5 26 21 13 67.5 26 47 8 46 32 35 13 69 21 40 18 1477 367 1043 292 1278.5 377 1082 326 1090 437 606.5 196.5
"ASV85" 161 91 211 120 184.5 94 184 129 149 89 181 84 232 92 334 84 358 103.5 467 138 267.5 110 375 93 196 84 330 92 155 61 296 112.5 272 60 250.5 80
"ASV86" 1 1 0 1 1 1 1 3 0 2 0 2 301.5 533.5 127 375 266.5 472 160 213 373 500 170 187 60 153 52 84.5 102 188 58 69.5 41 152 43 78
"ASV87" 479.5 428.5 415 343 477 352 355 256 530 382 430 326 207 215 199 223 183 203 142.5 216 229 238 208 215 214 147 136 103 166 186.5 130 89 198.5 155 145 84
"ASV88" 88 75 90 90 92.5 65 97 85.5 83 61 85 62 191 108.5 313 138 316 167 391 188 287 126 343 179 198 96 315 124 206 103 324 131 259 107 288 134
"ASV89" 158 91 371.5 145.5 175.5 89 583.5 92 163 66 456 101 70 26 171 24 95 29 270.5 60 167 24 282 66 97 15.5 216 30 73 17 163 40 120 20 206 24
"ASV90" 281 339.5 286 314.5 435.5 348 251 309 329.5 446 337 343 30 43 49 38 41 42 54 43 43.5 39 62 55 118 114 114 79 127 82.5 109 63 136 100 106 80
"ASV91" 119 112 217 100 144 62 256 97.5 112 97 180.5 118 191 62.5 172 78 241.5 86 323 101 205 82 219 96 132 51 126 70 174 77 208 48 222 55 248 74
"ASV92" 424.5 473 296 262 382 509 218.5 358 376.5 383 304 291 55 31 29 31 48 34 44 29 62 43 45 61 58 22 43 26 38 51.5 31 19 49 41 53 25
"ASV93" 1 1 4 3 0 1 3 2 0 1 0 1 262 262 193.5 275.5 234 287 264 245 271 360.5 223 190 183 272 180 218.5 176 202.5 163 277.5 148 207 170 267
"ASV94" 319.5 312 267 318 343 329.5 176.5 308 282 279.5 208 277 77 39 91 66 67 47 66 47 74 61 75 40 82 40 66 52 86 44 102 56 108 50 98 55
"ASV95" 0 7 5 4 6 11 4 13 3 5 2 4.5 191 260.5 264.5 281 188 294 213 225 280 252 173 186 164 207 206 157.5 181 228 357 119 195 206 177 173.5
"ASV96" 0 3 6 3 1 5 2 12 0 6 2 3 251 347 204 306 160 295 127 251 172.5 408.5 138 254.5 76 245 114 174 143 208 111 137 83.5 215 75 220
"ASV97" 135 177 199 275 195.5 212 246 294 188 216 208 284 57 68 64.5 58 75 65 124 78 73 62 82 51 146 135.5 170 86 153 120 160 74 193 103 171 119
"ASV98" 532 345 363 252 467 329 361 306 412 319 372 260 70 78 67 72 77 60 61 64 95 82 68 76 67 53 63 27 61.5 89 32 32 41 50 52 43
"ASV99" 3 2 8 0 1 1 3 0 0 0 1 2 562 304 719 526 240 299 92 221 303 342 170 261 4 17 7 13 17 10 6 3 21 48 7 18
"ASV100" 34.5 80 42 52 39 91 20.5 59 42 79 16 54 369 452.5 235 379 398 489 227 258 308.5 452 199 303 216 355.5 119 215 254 316 136 199 154 324.5 115.5 249
"ASV6441" 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 6 0 0 0 0 2
"ASV6443" 1 3 2 0 0 4 0 2 1 0 0 3 1 0 0 2 2 0 0 0 1 1 1 3 1 1 4 3 1 1 7 2 1 1 6 4
"ASV6445" 1 0 1 0 1 1 1 1 2 1 2 0 1 1 1 1 1 1 1 0 2 0 1 2 1 0 1 0 0 0 1 0 2 0 0 0
"ASV6446" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 2 1 1 0
"ASV6450" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 2 0 0 2 0 0
"ASV6453" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 6 0 2 0 3 0 0
"ASV6462" 0 8 0 3 6 2 4 0 2 1 0 0.5 0 0 1 0 0 0 0 0 3 1 3 1 1 0 0 0 0 0 0 0 0 0 0 1
"ASV6465" 1 0 1 0 0 1 4 0 1 1 6 0 1 0 2 1 1 2 4 2 1 1 1 1 2 2 0 2 0 1 2 1 0 1 0 2
"ASV6466" 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 2 0 0 0 1 2 2 0 3 0 0 0 0 1 1 1 1 2 2 1
"ASV6468" 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 1 0 1 1 0 1 2 0 3 0 0 0 0 0 0 0 0 0 0 0 1
"ASV6469" 1 1 0 0 0 2 0 0 0 2 1 0 2 1 0 0 2 1 1 2 1 1 1 0 4 1 0 4 0 3 1 0 1 4 1 1
"ASV6478" 1 2 0 3 2 1 2 0 3 3 2 0 0 0 0 0 1 2 3 2 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0
"ASV6480" 1 0 0 0 0 0 0 0 0 0 0 0 1 2 1 1 2 1 0 0 2 1 0 1 0 0 1 1 0 4 0 0 0 0 1.5 1
"ASV6484" 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 2 2 0 2 0 0 0 1 0 0 0
"ASV6485" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
"ASV6486" 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6489" 2 0 2 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 2 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1
"ASV6492" 0 2 1 1 0 2 2 1 1 2 2 0 0 1 1 1 1 0 0 2 0 1 8 1 0 1 5 1 0 1 7 2 0 1 2 0
"ASV6495" 0 3 0 1 1 1 2 4 1 0 0 1 1 1 0 3 0 2 1 4 0 2 1 2 2 0 2 2 0 0 1 2 0 3 0 4
"ASV6496" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 1 0 0 0 0 0 0 0
"ASV6498" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6499" 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 3 2 1 0 8 2 3 1 0 1 3 2
"ASV6500" 2 1 1 1 0 0 0 0 1 0 2 0 1 0 1 0 1 0 2 0 0 0 0 0 1 0 1 3 2 1 0 0 0 2 0 0
"ASV6501" 0 0 0 1 1 1 1 0 0 1 0 0 0 2 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0
"ASV6503" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 8 0 0 1 0 0 0 1 0 0
"ASV6506" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 1 3 0 1 0 0
"ASV6510" 2 10 9 3 4 6 4 11 7 7 14 18 3 2 8 3 1 7 10 6 4 2 10 9 12 2 5 12 5 5 3 7 3 3 5 7
"ASV6513" 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6517" 0 0 0 2 0 2 1 3 2 0 0 2 2 3 4 3.5 1 1 6 0 4 5 6 2 1 2 10 3 1 2 6 2 1 3 0 1
"ASV6518" 0 0 0 0 1 0 0 1 0 1 3 0 2 1 0 2 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 1 1 1 1 1
"ASV6520" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 1 0 0 2 2 3
"ASV6522" 3 1 0 0 2 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6524" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 2
"ASV6526" 2 4 2 2 1 3 7 2 0 4 3 1 1 1 2 1 1 0 3 0 3 4 3 4 2 0 3 0 2 1 1 0 3 0 3 0
"ASV6528" 4.5 3 4 6 1 2 3 7.5 3 2 8 6 0 1 0 0 0 2 0 3 1 1 1 0 0 2 0 2 0 1 2 0 1 0 6 4
"ASV6529" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 1 0 0 2 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6531" 0 0 7 0 0 1 0 0 0 0 2 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6534" 15 14 9 5 24 27 16 10 16.5 13 12 16 13 8 9 5 13 10 9 14 11 3 11 7 16 16 16 3 8 10.5 14 13 13 9 16 12
"ASV6537" 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"ASV6538" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6539" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 2 0 1 1 1 0 1 1 4 2 2
"ASV6541" 0 0 0 0 0 0 0 0 0 0 0 0 4 2 1 1 2 2 2 1 2 0 4 5 4 2 3 1 1 3 2 1 1 0 2 1
"ASV6545" 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0
"ASV6549" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 1 1 1 0 6 1 1
"ASV6551" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0
"ASV6554" 1 0 0 1 0 1 0 4 0 1 1 0 1 0 0 0 4 1 1 6 2 0 1 2 0 0 0 2 0 1 3 0 6 0 1 1
"ASV6556" 1 4 0 1 1 1 2 0 0 0 1 3 1 0 0 0 1 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 3 0
"ASV6558" 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 1 1 2 1 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6559" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6564" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0
"ASV6566" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 6 0 1 0 0 0 0 0
"ASV6568" 0 0 0 0 0 0 0 0 1.5 0 0 0 1 1 0 1 0 0 0 1 1 0 0 1 5 2 0 0 1 0 0 0 2 0 1 0
"ASV6572" 0 0 0 3 0 0 0 3 0 0 0 0 0 1 3 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2
"ASV6574" 1 7 0 3 4 2 1 4 4 4 1 1 1 2 1 1 2 2 0 1 0 0 1 1 0 4 1 2 3 0 1 5 1 4 2 2
"ASV6575" 0 0 0 1 1 0 0 1 0 1 0 0 1 0 1 2 0 1 2 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 1 0
"ASV6576" 4 4 0 5 5 6 2 2 3 6 0 8 1 3 2 5 2 0 2 0 0.5 6 4 4 3 2 1 3 5 4 1 2 4 6 3 2
"ASV6580" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0 0 0
"ASV6583" 12 3 20 15 13 12 12 15 9 11 9 11 10 9 12 7 16 10 3 11 7 3 14 11 20 15 12 12 14 9 13 9 16 9 15 9
"ASV6588" 0 2 2 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 1 0 0
"ASV6591" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 3 3 2 0 1 0 1 0
"ASV6594" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 2 0 0 0 1 0.5 0 0 1 1 0 6 0 0 0 0 0 0 2 2
"ASV6595" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0
"ASV6596" 3 1 3 1 4 3 4 1 4 5 5 1 2 2 2 1 3 4 9 0 6 2 1 1 5 1 3 2 1 1 3 3 8 1 2 3
"ASV6597" 2 0 0 1 1 1 1 0 3 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 2 3 1 1.5 3 1 1 0
"ASV6599" 1 0 0 1 1 1 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6602" 1.5 0 2 1 7 0 4 0 2 2 0 0 0 1 1 1 0 0 0 0 1 0 0 0 4 1 1 3 2 3 2 0 1 1 2 0
"ASV6603" 1.5 0 1 0 1 0 1 0 1 0 2 0 1 1 1 1 0 0 1 1 2 0.5 0 0 2 0 0 1 0 1 0 1 1 1 1 0
"ASV6604" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 1 0 0 1 0 3 0 1 1 0 0 0 1 1 0 0
"ASV6605" 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 2 0 2
"ASV6606" 1 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2.5 0
"ASV6608" 3 1 2 0 0 0 3 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 1 1 0 0
"ASV6610" 0 3 0 0 0 0 1 0 0 0 0 0 8 5 1 1 3 2 0 1 1 1 2 8 0 1 2 2 1 1.5 0 1 4 3.5 0 4
"ASV6611" 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0.5 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"ASV6613" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 1 3 2 0 1 1 2 0 0 0 4 0 0 0 0.5 2 1 1 2 0 1
"ASV6617" 0 0 1 1 0 1 0 3 0 0 2 0 0 0 1 1 3 2 1 0 0 0 1 2 3 1 6 2 3 1 3 9 1 1.5 5 9
"ASV6621" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1.5 0 1 0 2 0 0 0 0
"ASV6622" 0 0 0 0 0 0 0 1 0 0 0 0 1 3 1 1 2 3 1 0 2 3 1 1 0 1 0 1 0 0 0 2 1 0 0 0
"ASV6625" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 1
"ASV6626" 0 0 2 0 0 1 1 0 0 0 2 0 0 0 1 1 1 0 0 0 1 0 1 1 0 0 0 2 0 0 0 2 0 0 0 0
"ASV6627" 0 0 0 1 2 1 0 0 1 0 1 1 0 1 0 1 0 1 0 0 0 0 0 1 0 1 2 2 1 0 0 3 0 0 0 1
"ASV6628" 0 0 0 2 1 0 0 0 0 0 0 3 1 0 1 0 0 2 0 4 0 0 0 1 0 0 0 2 0 0 0 2 1 0 0 1
"ASV6629" 0 0 4 1 0 0 0 0 1 0 0 0 2 3 1 1 0 1 5 0 1 2 0 1 2 0 0 2 1 1 0 1 1 2 3 1
"ASV6639" 0 1 0 1 2 0 1 4 0 0 0 0 0 0 3 2 4 2 4 6 3 1 7 2 1 2 2 0 6 1 2 2 1 4 3 2
"ASV6640" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6642" 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 1 0 2
"ASV6649" 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV6650" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0
"ASV6652" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 5 1 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 1 0 0
"ASV6653" 0 0 0 0 0 1 0 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ASV6657" 1 1 1 0 0 0 0 0 0 0 0 0 5 1 0 0 3 1 1 2 3 2 0 3 0 0 0 2 6 2 0 0 0 1 0 1
"ASV6658" 4 4 0 3 2 0 3 4 3 3 2 6 1 0 1 0 1 0 0 0 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0
"ASV6659" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 0 0 1 6 0 3
"ASV6662" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 2 0 1 0 2 1 1 4 0 3 0 1 0 4
"ASV6664" 2 2 0 1 0 2 3 0 1 0 1 0 0 1 1 0 2.5 2 0 1 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 0
"ASV6665" 0 0 1 1 1 1 0 0 0 0 2 1 2 1 4 2 2 2 1 6 0 2 1 0 6 3 7 13 5 3 3 2 11 6 9 9
"ASV6666" 1 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 2 0
"ASV6676" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 1 0 0 0 2
"ASV6677" 1 6 2 3 1 5 1 1 7 1 6 4 0 0 0 2 0 2 0 1 0 1 0 2 0 0 1 0 5 1 1 0 1 4 5 2
"ASV5628" 0 3 0 1 0 0 0 0 0 0 0 0 5 2 0 2 3 1 0 4 1 6 3 0 0 7 5 7.5 1 6 0 4.5 3 7 1 5
"ASV5637" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 2 0 0 0 1 2 0 0 0 0 0 0 0 2 0 0 0 1 2 0
"ASV5638" 0 0 1 2 1 0 2 2 0 0 1 0 5 1 1 0 0 1 1 1 1 2 1 2 3 0 0 2 0 3 0 1 1 0 1 0
"ASV5642" 0 0 0 0 0 0 0 2 1 0 0 0 0 0 4 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 3 0 0 0
"ASV5644" 2 2 0 1 2 1 1 0 4 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV5648" 1 2 0 0 0 0 1 0 2 1 1 0 2 0 2 0 0 1.5 1 2 3 1 1 0 3 1 0 2 0 2 0 0 1 0 0 0
"ASV5649" 3 2 0 7 4 3 1 7 2 2 2 4 3 2 1 4 2 1 0 7 1 2 3 3 1 1 1 4 2 3 4 5 6 1 2 2
"ASV5653" 1 0 0 0 0 0 0 0 0 0 0 0 3 6 1 0.5 1 6 0 5 0 6 0 6 2 2 0 1 1 1 0 0 1 2 2 3
"ASV5654" 0 1 1 1 2 0 2 2 3 2 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
"ASV5658" 1 2 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0 1 1 1 0 2 2 1 1 0 2 1 0 0 3 0 1 0 4 0
"ASV5660" 1.5 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 1 0 0 1
"ASV5662" 0 3 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 4 2 1 1 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0
"ASV5663" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 1 0 2 0 0 4 5 0 0 2 0 0 0 0 0 0 0 0 0
"ASV5669" 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 2 0 1 4 0 0 0 0 0 0
"ASV5670" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 0 0 2 1 0 0 0 0 2 0 2 0 2
"ASV5671" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"ASV5672" 0 0 2 0 1 0 3 5 2 0 0 0 2 0 0 0 1 0 0 1 2 0 0 0 0 0 2 1 0 0 0 0 2 0 0 0
"ASV5673" 1 0 1 1 0 1 0 0 1 0 0 0 2 0 0 0 1 1 0 1 1 0 0 0 1 0 2 0 0 0 0 1 0 0 0 0
"ASV5674" 6 3 6 7 7 9 3 2 6 2 7 14 1 2 2 1 0 1 5 2 1 0 6 5 1 1 1 0 0 0 0 1 2 0 1 0
"ASV5678" 0 0 1 0 0 0 1 0 0 0 2 1 1 0 0 0.5 1 1 1 0 0 0 0 0 1 0 0 1 2 1 0 1 0 1 0 1
"ASV5680" 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 0 1 2 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0
"ASV5681" 1 0 0 0 0 2 0 0 0 0 2 0 0 0 1 1 0 0 0 0 0 2 0 2 0 1 0 2 1 1 0 0 3 0 0 0
"ASV5682" 0 0 0 0 1 1 0 1 0 0 0 0 3 1 0 1 0 0 0 0 3 2 0 0 0 0 0 1 1 3 0 0 0 1 0 1
"ASV5683" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 3 0 0 0 1 0 0 0 0 0 2 2 0 0 0 1 0 2
"ASV5686" 3 0 0 0 0 0 0 0 2.5 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 1 2 0 1
"ASV5692" 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0
"ASV5697" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0
"ASV5699" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 1 4 1 0 1 0 1
"ASV5702" 0 0 0 7 1 2 1 2 1 2 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ASV5705" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 3 0 4 0 1 2 3
"ASV5708" 2 3 1 3 4 3 2 0 4 0 0 2 1 5 3 2 2 1 2 1 2 1 0 1 4 1 4 1 0 1 1 0.5 2 1 2 0
"ASV5712" 0 0 0 0 3 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ASV5714" 0 1 0 0 1 2 0 1 1 0 0 1 1 2 1 3 1 1 2 3 3 1 0 1 1 2 1 2 0 0 1 0 0 0 1 2
"ASV5718" 1 0 0 0 0.5 2 1 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 3 0 0 1 0 0 0 0 1 1 2 4 1
"ASV5719" 2 2 0 4 2 3 0 8 1 2 0 1.5 1 0 2 0 3 1 0 1 1 1 0 0 0 0 1 0 0 2 2 2 0 0 0 0
"ASV5720" 1 0 0 0 0 0 2 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV5727" 1 0 0 3 1 1 0.5 0 3 0 4 0 1 1 0 2 1 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ASV5729" 1 0 1 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 1 1 0 2 0 0 2 1 0 1 0 1 1 2 1 1 0 0
"ASV5730" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 5 0 1 0
"ASV5742" 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0
"ASV5744" 2 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 1 1 1 1 3 0 1 2 2 0 2 1 6 1 4
"ASV5747" 2 5 0 0 2 0 0 0 6 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"ASV5750" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 0 1 0 1 0 3 5 0 2 2 3 2 1 1 1 2 3
"ASV5752" 0 0 3 0 2 0 0 2 1 3 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0
"ASV5755" 2 0 6 1 1 0 1 0 1 2 1 2 0 3 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0
"ASV5756" 5 6.5 20 6 4 9 6 8 9 14 10 12 9 4.5 5.5 3 5 9 15 5 8 12 10 9 2 3 4 5 4 9 6 3 5 3 4 9
"ASV5757" 0 0 0 0 0 1 1 1 1 2 1 2 0 0 0 1 3 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
