"K20_1M10" "K20_1M2" "K20_1S10" "K20_1S2" "K20_2M10" "K20_2M2" "K20_2S10" "K20_2S2" "K20_3M10" "K20_3M2" "K20_3S10" "K20_3S2" "K21_1M10" "K21_1M2" "K21_1S10" "K21_1S2" "K21_2M10" "K21_2M2" "K21_2S10" "K21_2S2" "K21_3M10" "K21_3M2" "K21_3S10" "K21_3S2" "K22_1M10" "K22_1M2" "K22_1S10" "K22_1S2" "K22_2M10" "K22_2M2" "K22_2S10" "K22_2S2" "K22_3M10" "K22_3M2" "K22_3S10" "K22_3S2"
"ASV282" 26 4 34 15 7 0 17 31 0 6 50 17 4 0 3 0 1 0 10 0 5 0 3 0 49 0 13 36 0 0 0 0 18 0 0 0
"ASV283" 1 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 47 34 0 64 0 44 0 1 0 78 0 0
"ASV284" 0 19 13 0 5 8 15 1 1 8 43 8 5 0 0 0 0 0 0 79 0 0 0 2 13 0 4 0 16 0 0 0 5 0 25 0
"ASV286" 19 16 26 4 1 21 5 7 7 22 52 21 0 9 0 12 0 0 0 15 0 0 25 0 0 1 0 0 0 0 0 0 0 0 46 0
"ASV287" 27 6 17 7 6 3 11 2 24 3 11 12 28 0 23 2 5 1 10 4 10 0 14 0 28 12 57 14 66 4 53 8 23 20 60 11
"ASV288" 8 2 53 3 10 0 12 1 7 1 21 12 2 11 6 4 6 0 2 10 16 17 1 1 19 1 89 14 13 1 53 4 27 0 48 2
"ASV289" 45 0 27 0 0 0 6 4 0 2 5 3 14 36 0 0 7 3 7 7 0 0 0 9 0 0 2 3 0 9 2 51 4 0 35 0
"ASV292" 32 10 0 0 1 9 22 0 18 19 0 0 60 0 0 0 0 0 7 64 0 24 0 0 6 0 0 2 1 2 0 2 2 1 1 0
"ASV294" 22 3 10 7 13 3 5 11 12 3 32 1 6 1 14 10 4 3 1 14 9 2 13 8 51 1 46 19 15 11 52 22 22 28 37 2
"ASV297" 0 0 0 0 0 0 0 0 0 0 79 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 44 0 0 0 0 0 0 122 0
"ASV298" 25 2 30 5 13 1 12 1 0 0 23 4 16 0 12 15 3 6 8 2 5 0 26 4 22 4 62 6 18 3 61 21 4 12 26 1
"ASV299" 13 0 11 0 1 1 0 0 0 0 3 0 21 0 7 8 11 26 0 0 17 1 0 30 4 31 4 0 0 19 21 13 7 0 3 0
"ASV303" 0 0 0 0 0 0 0 10 5 12 0 0 0 0 0 3 0 44 0 0 2 1 0 1 41 61 12 0 9 0 0 32 0 14 23 0
"ASV304" 12 13 3 0 8 1 5 0 1 2 5 4 5 3 0 9 0 21 0 0 21 3 8 14 23 0 1 0 47 0 30 0 0 0 0 0
"ASV305" 0 3 1 0 6 0 0 0 0 0 5 0 3 3 0 4 9 45 0 2 2 11 3 0 18 77 28 52 34 18 51 35 3 59 15 0
"ASV307" 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 75 0 0 0 12 0 0 0 0 0 0 0 54 52 0 0 0 0
"ASV309" 0 2 8 0 0 5 3 1 1 0 2 0 0 0 2 0 0 0 0 14 27 5 18 0 33 0 11 0 54 0 18 35 0 0 4 0
"ASV310" 9 2 0 5 0 6 7 0 23 5 6 0 2 1 12 0 16 11 0 0 0 0 0 17 19 0 1 0 52 0 12 2 0 53 0 1
"ASV312" 9 8 10 16 1 6 7 0 2 0 12 1 19 3 19 1 0 0 5 9 21 0 11 1 29 0 34 31 27 1 30 12 22 28 55 6
"ASV313" 5 37 3 4 4 2 0 7 0 2 2 1 4 0 1 0 0 0 2 0 0 1 1 1 2 0 0 1 0 1 0 156 1 3 0 0
"ASV315" 3 1 42 1 3 4 11 1 11 9 10 9 3 0 0 0 0 3 0 0 17 0 12 0 32 26 9 1 16 0 33 34 22 0 28 1
"ASV316" 1 0 1 0 1 5 0 0 6 0 0 0 4 0 20 40 19 0 0 0 0 10 33 0 48 0 11 0 0 0 11 0 0 33 2 0
"ASV317" 0 0 0 0 0 8 0 0 0 0 0 1 23 42 2 90 0 0 0 0 9 0 0 24 0 0 1 0 0 0 0 0 0 0 6 0
"ASV320" 1 6 5 4 0 0 4 1 11 0 11 1 1 1 0 17 9 1 0 1 0 27 11 1 5 1 28 10 1 0 43 4 3 55 0 22
"ASV321" 59 16 98 8 30 28 35 28 48 36 86 47 6 0 19 6 8 14 26 3 61 0 21 31 21 7 22 19 28 16 25 9 31 0 39 15
"ASV322" 0 0 4 0 4 0 0 5 3 0 0 0 5 0 0 0 0 15 0 0 0 19 0 1 11 0 0 6 54 28 2 32 11 0 0 19
"ASV324" 8 0 9 0 7 3 8 20 8 0 6 3 18 15 5 41 15 22 24 22 14 0 5 55 0 0 0 0 0 0 0 0 0 0 0 0
"ASV325" 0 0 0 0 0 0 0 0 0 0 0 0 26 5 69 0 0 1 0 16 36 9 8 10 0 0 4 0 7 6 0 0 10 11 0 4
"ASV328" 0 0 0 0 0 1 0 0 0 0 0 0 17 2 30 11 10 5 8 7 6 6 0 3 10 2 24 14 20 13 14 4 8 27 23 6
"ASV331" 0 0 0 0 0 0 0 0 0 0 9 4 0 0 10 13 0 0 70 0 0 0 0 52 0 0 0 0 0 0 0 5 14 0 0 23
"ASV332" 0 0 10 0 0 0 14 11 9 0 14 13 13 17 13 10 10 13 0 12 12 10 19 0 0 12 10 0 0 0 11 0 0 0 0 14
"ASV334" 33 17 1 7 5 9 11 0 69 3 21 7 0 36 0 0 1 23 4 0 0 13 0 10 4 0 1 0 0 22 5 10 13 0 22 10
"ASV336" 19 3 8 7 4 8 5 6 8 1 22 3 3 24 8 0 8 3 19 1 7 0 11 44 26 11 77 1 11 6 33 11 2 0 14 1
"ASV338" 47 31 105 12 18 29 48 14 28 20 55 20 45 3 9 17 6 17 15 6 15 0 19 8 39 9 143 35 90 37 103 12 44 23 83 12
"ASV339" 0 0 3 1 0 6 0 1 0 0 0 0 0 0 0 47 0 88 0 3 12 0 0 0 0 0 0 0 0 0 39 4 0 0 3 0
"ASV340" 0 0 0 0 5 5 3 1 1 4 2 1 0 0 27 0 14 0 0 9 2 0 5 61 0 0 4 69 4 0 2 45 5 0 118 1
"ASV341" 22 27 49 1 12 21 21 2 24 6 39 16 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
"ASV344" 11 14 9 11 3 9 3 0 30 5 18 4 2 1 14 2 6 0 0 1 12 0 4 6 0 7 9 0 7 0 0 13 18 4 4 1
"ASV346" 30 19 56 29 14 8 14 8 42 3 29 11 10 7 13 8 0 1 5 3 7 5 33 1 71 1 90 25 4 7 25 3 23 1 41 5
"ASV348" 10 0 8 3 7 1 1 2 5 0 2 6 0 0 21 0 1 0 15 8 9 0 5 40 56 3 19 2 22 24 28 16 10 2 17 7
"ASV349" 0 0 0 0 0 0 0 0 0 0 0 0 3 24 11 7 66 1 4 7 59 7 6 40 0 0 0 11 26 0 0 13 4 5 0 0
"ASV350" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 13 0 0 1 3 0 6 131 0 0 0 32 1 0
"ASV352" 0 0 0 0 0 0 0 0 0 0 2 0 14 0 0 8 8 27 0 28 0 10 2 0 2 1 8 13 1 0 27 1 0 20 3 9
"ASV353" 0 0 2 2 0 0 0 0 0 0 6 0 41 12 5 0 0 15 0 0 14 0 0 4 2 34 0 8 3 0 15 1 0 35 8 4
"ASV354" 15 12 16 2 9 19 3 8 21 31 14 7 19 35 17 27 31 34 22 11 15 14 30 32 34 48 22 17 49 12 13 17 19 27 7 5
"ASV359" 10 2 10 1 10 4 10 4 21 7 16 10 0 0 36 0 9 14 3 19 9 0 15 5 29 2 76 15 40 10 14 22 2 5 43 11
"ASV362" 0 0 0 0 1 1 0 0 0 0 0 0 0 12 5 10 19 13 30 0 9 25 0 17 0 112 0 0 0 0 1 0 0 0 0 0
"ASV363" 5 1 47 6 8 9 13 12 16 1 17 1 5 11 0 0 7 0 3 0 1 1 0 0 23 0 27 1 13 17 40 1 7 9 18 12
"ASV364" 42 2 45 15 20 12 8 9 29 4 25 14 8 11 22 8 2 0 8 4 9 6 42 0 12 6 80 25 65 25 23 12 44 12 63 10
"ASV365" 1 22 25 6 5 20 2 10 9 25 5 22 16 15 61 28 3 3 26 21 8 17 25 61 50 114 58 94 135 43 114 103 39 16 127 91
"ASV366" 23 12 18 8 26 24 10 2 30 22 22 6 33 23 12 65 19 57 33 43 40 16 49 74 16 36 26 19 61 45 7 11 10 45 15 17
"ASV367" 21 6 17 4 1 9 9 0 24 5 12 7 4 0 8 0 5 1 4 15 14 28 0 15 42 0 50 23 26 6 43 8 37 6 54 9
"ASV369" 0 1 1 1 0 0 0 0 0 0 13 0 0 0 0 2 0 1 1 0 0 21 21 42 0 0 0 0 48 0 0 0 6 0 0 10
"ASV370" 7 7 11 3 7 11 1 0 9 10 6 1 11 20 4 20 7 17 4 28 31 14 21 23 31 12 6 5 25 0 4 1 13 27 12 3
"ASV371" 15 1 17 1 3 12 4 8 4 4 11 0 17 0 16 0 11 0 1 0 11 1 9 12 17 1 30 43 10 0 7 9 2 4 27 9
"ASV372" 0 24 16 11 10 1 0 24 25 12 0 1 1 27 3 0 0 1 1 1 3 0 1 0 2 3 1 18 8 1 4 0 0 22 0 12
"ASV374" 0 0 0 0 0 0 0 0 0 0 0 0 2 16 0 46 0 1 9 4 20 0 14 7 21 27 8 0 8 0 0 7 13 0 7 0
"ASV377" 0 0 0 13 0 0 0 0 2 0 0 0 16 38 13 0 0 9 0 13 30 7 12 6 0 0 0 0 25 0 0 1 0 0 0 0
"ASV383" 14 5 20 0 19 8 13 3 5 6 17 10 17 0 4 6 21 0 30 5 4 0 11 1 11 0 47 8 33 0 34 11 7 1 12 33
"ASV384" 12 0 14 2 10 0 0 3 0 3 0 8 1 1 0 0 31 0 0 0 0 0 0 44 0 0 0 0 11 1 3 26 17 0 6 0
"ASV385" 4 0 14 0 2 0 0 2 1 0 10 6 2 16 33 0 7 2 20 13 5 0 3 1 28 0 84 11 18 6 17 0 7 0 28 24
"ASV386" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 1 0 0 0 0 0 0 0 263 0
"ASV387" 12 0 0 0 1 0 5 3 7 0 8 0 0 0 0 0 0 13 3 0 0 0 0 0 1 0 13 4 1 86 0 3 0 0 7 0
"ASV390" 7 0 3 0 7 0 15 0 5 0 0 3 9 5 0 0 2 6 0 35 0 0 24 6 0 0 0 0 0 0 0 0 31 0 0 0
"ASV392" 6 0 13 0 12 8 3 7 2 0 26 2 22 0 5 0 0 4 4 0 1 0 22 2 12 42 33 20 20 1 18 3 10 24 9 10
"ASV393" 27 2 24 9 0 0 2 0 8 0 11 0 0 1 15 0 2 0 0 0 0 0 0 0 5 14 19 0 6 17 15 6 16 0 30 0
"ASV394" 0 6 0 0 2 0 11 4 20 2 5 20 0 6 0 17 0 2 0 0 0 1 6 1 0 0 0 0 5 0 0 3 5 55 39 0
"ASV396" 10 7 10 1 8 5 9 6 20 15 15 2 8 0 20 14 0 0 0 0 0 0 17 0 21 0 10 2 29 2 12 2 0 29 2 3
"ASV397" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 152 0 0 0 0 0 0
"ASV399" 0 0 6 0 2 0 8 6 11 0 6 4 5 4 5 4 6 10 0 0 3 7 26 0 0 4 26 0 0 0 18 1 0 0 0 0
"ASV402" 8 8 36 6 1 0 14 11 10 6 12 6 19 5 32 0 3 12 0 0 5 0 26 1 18 4 53 13 45 14 40 4 15 0 51 19
"ASV403" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 0 0 0 8 0 0 67 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV406" 0 6 5 0 10 10 0 0 5 7 10 8 0 0 10 0 9 0 0 6 0 41 1 1 40 43 36 0 0 0 0 0 7 0 6 0
"ASV407" 12 0 10 0 3 3 3 2 16 3 24 1 5 1 5 0 4 0 5 0 4 6 0 14 23 3 79 10 23 16 29 18 13 25 13 1
"ASV408" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 9 19 0 0 0 0 0 0 0 0 0 0 0 8 169 0 0
"ASV409" 1 0 0 0 0 0 0 4 0 0 9 1 0 0 0 0 0 0 8 130 0 0 0 0 0 0 0 4 1 24 0 1 0 0 5 0
"ASV410" 19 7 31 3 4 11 13 0 26 2 15 23 12 0 0 0 0 6 0 0 1 2 6 0 60 0 26 4 4 2 12 0 2 7 47 0
"ASV412" 1 3 43 2 0 6 10 2 7 0 11 0 7 0 1 0 0 0 0 0 0 0 6 0 12 0 32 0 13 11 4 1 2 26 15 14
"ASV413" 2 0 2 0 0 9 2 1 0 6 9 6 0 3 0 0 0 0 1 16 31 42 0 0 11 1 0 0 40 0 0 0 2 5 0 0
"ASV414" 8 10 0 0 2 13 0 0 0 0 0 2 5 0 0 34 3 0 0 0 0 0 4 3 81 0 10 2 1 3 10 11 0 1 6 5
"ASV415" 23 0 12 2 6 0 14 0 7 19 20 7 1 0 0 4 16 0 19 2 19 4 15 7 32 11 34 6 16 0 19 36 23 0 5 6
"ASV416" 11 1 20 4 17 5 40 18 6 0 8 1 13 6 12 0 0 10 5 1 2 9 7 2 23 34 25 0 9 0 19 3 11 0 17 16
"ASV417" 0 1 0 0 3 3 0 0 14 4 0 8 0 0 7 0 0 0 0 0 14 2 34 0 0 1 11 0 16 20 14 0 0 1 2 6
"ASV418" 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 38 0 7 0 0 0 0 0 0 0 113 7 0 5 23 0 0
"ASV419" 0 0 1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 164 0 0 0 0 0 0 0 0
"ASV421" 6 7 0 17 0 0 0 0 1 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 46 0 30
"ASV423" 6 8 10 0 0 0 6 3 1 0 7 1 2 13 0 50 6 0 0 0 0 14 0 22 0 1 0 4 0 0 0 0 0 0 0 0
"ASV424" 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 9 17 0 13 6 0 0 20 0 17 0 0 0 27 18 2 21 0 3
"ASV425" 0 0 0 0 0 0 0 0 0 0 5 0 1 0 0 9 6 9 0 0 0 1 84 0 8 22 2 4 0 0 0 7 0 0 0 0
"ASV427" 6 4 41 4 12 15 4 0 15 0 10 6 0 0 0 0 0 0 0 0 0 0 2 0 0 6 28 0 0 0 0 0 0 0 0 6
"ASV428" 1 0 0 0 0 0 0 0 1 0 0 6 0 17 0 2 22 2 3 0 19 19 2 53 18 0 10 0 0 0 2 0 2 39 0 0
"ASV429" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 18 0 0 0 0 0 0 0 0 0 4 0 42 0 0 28 15 0 21 20
"ASV430" 18 2 14 12 8 8 13 12 5 3 6 4 5 1 8 5 3 9 0 0 10 6 19 10 38 14 76 10 28 0 21 24 6 45 22 6
"ASV434" 0 0 0 0 8 5 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 3 81 0 0 0 16 8 1 0 5
"ASV436" 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 89 3 0 0 42 0 0 0 0 0 0
"ASV440" 0 0 0 1 2 0 0 1 0 0 0 1 0 72 21 1 0 0 1 0 3 0 0 0 0 0 65 0 0 0 0 0 0 0 33 0
"ASV444" 1 0 48 2 0 0 19 0 0 11 0 6 0 7 4 27 0 0 24 0 0 0 0 0 0 19 7 1 3 0 7 0 14 0 3 0
"ASV445" 10 1 20 0 0 0 3 16 15 0 5 0 0 13 17 0 0 0 0 0 0 0 0 1 0 0 0 0 7 0 0 0 0 0 18 17
"ASV447" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 162 0 0 0 0 0 0 0 0 0 0 0
"ASV448" 23 6 30 3 13 10 10 6 2 2 22 5 16 6 5 0 1 4 1 0 9 6 4 3 8 0 8 9 0 0 18 1 7 1 17 0
"ASV451" 4 11 7 0 13 9 0 0 5 0 0 0 0 0 0 0 15 0 0 11 0 0 2 13 0 9 14 45 7 4 0 0 3 0 0 0
"ASV452" 4 1 9 1 5 1 3 3 0 6 4 8 0 3 1 0 8 1 2 0 1 1 21 0 50 11 47 8 24 14 18 5 1 2 12 6
"ASV453" 45 4 52 8 24 2 10 21 9 2 17 7 4 0 3 0 17 2 9 2 10 0 23 0 82 42 59 1 45 11 33 0 37 2 33 15
"ASV456" 0 0 0 0 0 0 0 0 0 0 0 0 0 8 4 0 2 0 0 1 24 0 1 0 41 5 44 4 27 0 36 0 12 3 31 14
"ASV457" 3 0 8 8 1 2 0 8 3 2 4 0 2 0 21 0 2 3 0 0 0 0 3 4 39 2 42 12 18 1 20 8 35 8 29 1
"ASV458" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 153 0 0 0 0 0 0
"ASV459" 1 2 17 0 18 8 7 1 16 7 10 5 1 6 0 3 3 5 2 12 2 0 4 1 35 0 33 7 0 3 44 1 5 0 13 7
"ASV461" 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137 0 0 0 0 0 0 0
"ASV463" 0 0 0 28 0 0 5 1 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81
"ASV464" 0 0 1 0 0 0 3 0 7 1 3 0 0 0 0 28 8 14 1 17 8 26 3 6 0 0 0 0 5 0 0 0 16 0 0 0
"ASV465" 0 0 1 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 165 0 0 0 1 0 0 0 0 0 0 2 0 0
"ASV467" 0 9 0 4 0 0 0 0 1 5 13 2 9 34 2 0 0 1 0 0 15 3 5 8 14 2 15 18 30 15 0 0 5 0 0 0
"ASV468" 2 0 1 1 2 0 1 0 4 0 0 0 4 0 13 0 0 4 22 0 12 0 9 0 13 26 51 16 21 0 42 0 2 1 19 0
"ASV469" 6 0 13 1 0 4 6 27 7 4 10 27 1 0 3 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 31 0 3 10 1
"ASV470" 1 1 1 1 0 0 0 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 111 0 1
"ASV471" 5 21 8 5 9 26 1 8 12 17 3 10 2 3 16 23 26 7 17 53 26 5 64 113 116 60 77 107 157 63 80 62 57 5 44 69
"ASV472" 0 0 0 5 0 1 0 0 1 0 0 0 0 0 13 0 0 1 0 4 0 0 0 0 12 138 0 0 0 0 0 0 0 0 0 0
"ASV473" 0 0 17 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0 0 3 0
"ASV474" 8 3 1 0 0 1 12 0 0 11 1 8 0 0 0 1 0 0 8 31 6 35 0 0 0 0 0 0 0 0 1 0 1 0 14 0
"ASV475" 18 4 4 13 1 1 3 8 13 0 24 7 4 0 8 0 0 1 26 16 11 0 17 1 53 0 27 31 14 23 8 7 1 0 7 12
"ASV477" 0 3 28 2 4 3 15 2 17 0 16 9 3 0 1 0 0 0 11 0 4 0 14 5 3 6 3 20 2 13 38 27 20 0 23 34
"ASV479" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 7 0 0 0 3 134 0 0
"ASV480" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 121 0 0 0 0 0 0 0 0 0 0 0 1 0
"ASV481" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 2 0 18 0 21 0 0 0 0 24 0 1 0 46 34 0 0 0 0
"ASV482" 1 1 1 4 0 11 0 0 11 2 9 1 14 0 0 0 0 0 11 0 0 0 0 15 0 0 0 13 0 29 0 0 0 0 18 0
"ASV483" 17 6 17 4 11 7 9 5 13 4 0 1 4 0 5 0 5 0 3 3 3 0 9 3 12 0 27 8 14 3 17 1 6 0 28 8
"ASV484" 0 3 7 8 1 24 9 11 29 17 23 0 0 0 14 26 1 9 17 2 15 29 13 0 38 25 9 0 0 1 1 9 9 1 27 1
"ASV485" 8 2 10 7 6 12 2 6 20 9 12 12 1 0 20 0 5 1 22 0 3 3 13 0 33 3 47 7 16 0 38 23 2 0 13 2
"ASV486" 0 2 2 0 0 3 0 0 5 3 1 0 0 15 0 35 0 0 2 11 27 4 6 1 10 16 16 33 13 10 2 3 4 0 51 19
"ASV488" 13 16 14 2 2 0 8 6 21 15 1 0 1 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 32 0 0 0 2 10 3 17
"ASV490" 20 0 15 0 1 1 0 1 10 5 4 8 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 5 0 0 0
"ASV491" 8 1 22 0 0 2 1 5 6 2 10 3 0 1 0 0 10 0 0 14 0 0 0 0 0 0 1 1 30 0 0 0 0 0 0 0
"ASV492" 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0 51 0 1 0 0
"ASV494" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 25 0 0 0 7 4 69 2 5 0 4 0 0 0 2 3 0
"ASV495" 8 1 12 3 8 3 4 5 4 0 12 0 11 4 14 0 9 0 0 0 0 0 1 5 0 12 14 19 2 1 21 9 3 0 32 1
"ASV497" 6 1 5 2 3 2 6 2 4 3 19 5 0 0 0 1 6 9 12 0 0 1 0 33 12 11 24 3 27 4 12 0 0 0 48 0
"ASV499" 25 3 21 1 5 4 1 3 15 10 21 11 0 1 1 2 5 0 22 12 5 7 9 1 3 0 16 6 35 2 33 18 11 3 20 19
"ASV500" 8 3 12 1 10 10 16 6 15 0 4 10 2 0 7 0 8 0 0 6 4 0 11 0 38 52 42 0 33 0 25 4 9 0 4 0
"ASV501" 15 2 65 0 1 5 4 1 3 1 17 5 1 0 2 0 2 3 3 0 0 0 10 0 12 0 32 0 20 4 18 4 14 16 4 1
"ASV502" 2 0 1 0 0 0 0 0 7 0 0 0 0 21 0 0 0 7 0 4 0 26 0 0 0 0 0 0 50 0 0 0 1 0 0 0
"ASV503" 0 0 1 0 0 0 3 1 2 0 0 4 4 0 0 0 0 5 0 1 0 0 4 0 0 2 0 84 0 12 1 0 0 1 1 0
"ASV504" 8 2 7 1 2 2 1 0 0 5 5 0 0 0 12 4 5 0 0 0 7 0 11 0 28 2 37 2 31 28 13 25 19 0 27 3
"ASV505" 4 0 0 2 0 0 0 0 0 0 0 0 0 49 0 0 6 17 0 4 14 1 0 1 0 11 0 0 12 0 4 4 9 7 0 1
"ASV506" 4 1 6 0 4 5 2 2 4 0 4 5 8 19 29 0 1 1 5 0 17 0 4 0 13 3 40 0 33 4 19 7 3 0 1 0
"ASV508" 1 7 8 2 5 2 9 2 7 2 23 4 2 0 0 0 13 0 3 0 15 0 10 0 12 0 20 3 14 21 28 1 9 1 2 0
"ASV510" 11 3 0 0 0 5 15 0 2 1 45 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV512" 10 8 0 0 0 6 1 2 0 3 4 3 0 0 0 76 5 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV514" 0 2 1 3 0 3 0 3 18 0 0 0 0 12 0 0 0 0 0 0 0 0 36 0 0 0 0 0 25 0 3 0 0 0 0 13
"ASV515" 1 0 0 0 4 1 0 0 0 0 0 0 0 12 2 0 6 0 2 6 2 0 7 1 6 50 54 1 17 0 17 25 4 1 19 1
"ASV516" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 31 0 6 0 12 44 0 0 0 0 0 0 0 0 8 16 0 1 0
"ASV517" 3 12 0 0 5 3 0 12 0 0 0 0 0 0 0 0 9 0 0 0 0 18 0 0 0 0 0 0 0 0 3 0 0 0 0 55
"ASV518" 0 0 3 0 0 0 1 0 1 9 6 1 0 0 3 0 0 0 0 0 0 0 0 0 0 63 0 0 11 0 0 0 0 24 1 0
"ASV520" 22 0 8 0 6 0 1 5 11 0 14 5 8 0 3 0 0 0 4 0 17 0 6 0 46 5 65 6 17 1 37 1 12 0 23 2
"ASV521" 0 1 0 0 0 0 0 0 0 1 1 0 4 5 2 0 5 5 0 1 3 3 13 5 8 56 12 0 4 3 6 3 6 3 3 2
"ASV523" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 10 0 0 0 0 0 0 4 0 0 13 18 0 1 0 0 4 0 0 46 0 13
"ASV525" 0 0 0 1 1 3 0 0 1 0 0 0 5 14 17 38 6 10 11 93 477 39 180 18 0 0 0 21 0 0 4 0 0 0 0 0
"ASV528" 0 0 2 0 9 0 1 5 7 0 10 0 1 0 1 0 0 0 10 0 0 0 5 0 11 0 11 17 16 0 40 51 5 0 20 3
"ASV530" 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 1 68 0 0 0
"ASV533" 0 0 7 0 0 0 0 1 1 0 1 0 27 0 0 0 22 13 0 2 0 0 0 0 0 8 2 0 0 0 9 4 0 0 16 0
"ASV534" 11 2 14 5 13 0 3 1 8 0 11 0 11 0 0 0 9 14 7 0 1 0 14 0 22 21 22 37 3 1 17 3 3 0 18 0
"ASV535" 18 1 9 5 2 7 23 0 9 0 16 4 12 0 7 0 1 0 0 0 2 0 3 11 9 1 35 8 8 2 11 10 24 0 20 2
"ASV536" 23 3 28 7 1 24 5 5 23 1 20 7 2 0 23 0 4 9 2 1 13 4 0 2 15 6 39 14 3 12 17 9 3 0 15 0
"ASV537" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 104 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV539" 3 0 1 0 1 0 0 0 0 0 0 0 12 25 12 0 4 2 0 0 5 0 0 0 0 0 0 0 12 15 1 0 0 0 0 3
"ASV540" 33 21 61 7 25 13 23 17 24 3 46 12 2 0 37 2 0 15 8 0 5 3 0 6 31 2 2 0 14 0 22 0 5 0 5 0
"ASV542" 0 0 2 5 5 0 4 2 1 7 4 3 3 1 4 1 3 3 0 1 3 2 13 0 1 2 10 0 0 0 23 0 1 0 12 5
"ASV544" 0 0 0 0 0 1 1 0 0 0 1 0 16 0 0 2 7 36 0 0 0 1 1 0 0 34 3 0 0 0 0 0 0 2 4 0
"ASV545" 26 5 22 2 4 0 13 7 5 10 12 1 0 1 8 0 0 4 1 0 2 8 0 0 33 2 38 9 12 7 29 0 15 4 26 12
"ASV548" 6 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 5 47 27 0 0 12 0 4 0 0 0 0 1 0 2 0
"ASV551" 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 26 96 0 0
"ASV556" 0 0 0 3 1 0 0 0 10 0 0 0 4 4 1 0 0 0 1 0 54 0 1 5 0 0 0 0 0 0 0 36 0 0 0 0
"ASV560" 1 2 6 1 7 0 14 17 1 8 6 2 1 0 0 0 0 0 0 0 0 1 0 0 18 0 1 10 0 1 0 0 0 0 0 0
"ASV564" 4 10 15 5 5 7 26 2 13 4 9 5 31 9 14 0 1 0 2 1 14 0 2 0 10 0 21 1 4 0 17 3 3 0 0 1
