"K20_1M10" "K20_1M2" "K20_1S10" "K20_1S2" "K20_2M10" "K20_2M2" "K20_2S10" "K20_2S2" "K20_3M10" "K20_3M2" "K20_3S10" "K20_3S2" "K21_1M10" "K21_1M2" "K21_1S10" "K21_1S2" "K21_2M10" "K21_2M2" "K21_2S10" "K21_2S2" "K21_3M10" "K21_3M2" "K21_3S10" "K21_3S2" "K22_1M10" "K22_1M2" "K22_1S10" "K22_1S2" "K22_2M10" "K22_2M2" "K22_2S10" "K22_2S2" "K22_3M10" "K22_3M2" "K22_3S10" "K22_3S2"
"ASV2129" 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 9 0 0 0 0 0 0 0 0 0 0 0
"ASV2136" 0 3 0 0 2 0 1 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"ASV2137" 11 3 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0
"ASV2139" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1361" 0 4 0 0 0 0 8 2 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
"ASV1366" 1 0 0 0 0 0 0 0 0 1 1 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1367" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 7 0 0 0 0 0 29 0 0 0 0 0 8 0 1 0 0 0
"ASV1369" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 27 0 0 0 0 0 0 0
"ASV1370" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 46 0 0 0 0 0 0 0 0
"ASV1373" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1376" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0
"ASV1377" 0 0 0 0 1 0 0 2 0 0 2 0 0 0 5 0 8 0 0 0 0 0 0 0 0 3 1 0 2 0 0 0 0 27 1 4
"ASV1378" 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1380" 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 30 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1385" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1390" 0 5 2 0 0 0 0 1 0 0 0 0 0 23 0 0 0 0 0 19 0 9 0 0 1 0 0 0 0 0 2 1 0 0 0 0
"ASV1400" 3 0 0 0 6 0 0 1 0 1 10 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1402" 0 0 2 0 1 0 3 0 0 0 0 1 2 0 0 0 0 2 0 0 1 1 5 0 0 0 1 0 0 0 7 0 0 0 0 2
"ASV1405" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 27 0 2 0 0 0 0 0
"ASV1406" 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 22 0
"ASV1407" 0 0 0 0 0 7 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28
"ASV1410" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 3 0 0 0 0 0 0 0
"ASV1416" 0 0 0 0 1 0 3 0 0 0 2 1 5 0 0 1 1 2 0 1 1 2 6 0 0 0 3 0 0 0 3 0 0 0 2 0
"ASV1417" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1422" 0 0 0 4 0 0 0 0 0 0 0 0 17 12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"ASV1425" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0
"ASV1426" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1427" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 16 0 0 0 3 0 1 0
"ASV1430" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1431" 21 0 6 0 0 3 11 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1432" 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 1 0 0 0 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1434" 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0
"ASV1436" 0 0 0 0 0 0 1 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1437" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 20 1 9 0 0 0 2 0 4 0 0 0 0 1 0 0 3 0 0 0 0 0
"ASV1438" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1446" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 7 0 0 0 0 0
"ASV1448" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0
"ASV1450" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0
"ASV1451" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0
"ASV1452" 0 0 0 0 3 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 18 0 0 0 31 0 0 0 0 0 0 0 2 0
"ASV1459" 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 16 0 0 0 0 0 0 0 0 0 0
"ASV1461" 0 3 0 0 0 0 0 0 1 0 0 0 0 0 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15
"ASV1462" 0 0 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 16 0 0 1 0 0 0 0 0
"ASV1466" 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 56 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ASV1468" 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1469" 0 10 0 4 13 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0
"ASV1476" 0 2 0 3 0 1 3 1 3 3 3 2 18 0 14 7 8 3 21 3 2 1 12 3 2 3 3 3 6 0 8 4 18 3 6 4
"ASV1486" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 34 0 0 0 1
"ASV1487" 0 0 1 0 0 0 0 1 0 0 12 0 0 0 7 0 0 0 0 0 2 0 1 0 0 0 0 0 4 0 4 0 0 0 0 0
"ASV1489" 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 18 0 0 0 0 0 0 0
"ASV1494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0
"ASV1495" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30
"ASV1498" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 0 0 0 0 0 0 0 0
"ASV1504" 4 2 2 21 2 0 0 3 0 5 4 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0
"ASV1826" 0 4 0 0 0 0 0 0 6 0 0 0 0 13 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 3 0 0
"ASV1827" 18 0 0 3 0 1 0 0 3 9 3 0 0 4 2 0 0 0 0 0 0 0 0 0 11 0 8 0 11 0 5 8 0 9 0 16
"ASV1835" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 12 0 0 0 0 0
"ASV1836" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0
"ASV1838" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0
"ASV1841" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0
"ASV1844" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1847" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 11 0 0 0
"ASV1850" 8 4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 18 0 0 0 0 4 0 0 0 0 0 0 0 0 0
"ASV1851" 0 0 0 3 0 5 0 0 2 2 8 0 0 0 0 0 0 0 11 0 8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1855" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0
"ASV1856" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1861" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0
"ASV1864" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0
"ASV1871" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0
"ASV1872" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0
"ASV1873" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0
"ASV1876" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0
"ASV1877" 7 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 8 0 0 0 0 0 0 0
"ASV1879" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0
"ASV1882" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 8 0 10 0 0 0 0 0 14 0
"ASV1883" 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1889" 0 0 18 0 0 0 0 0 0 4 0 5 0 0 0 0 0 0 3 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0
"ASV1893" 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1898" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 7 0 0 0 0 20 0 0 0 0 0 5 3 0 0 0
"ASV1901" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 12 0
"ASV1902" 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1904" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0
"ASV1907" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0
"ASV1911" 4 3 0 0 0 3 18 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1913" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0
"ASV1918" 0 0 0 0 0 0 3 10 0 0 0 0 0 0 1 0 4 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1921" 0 7 0 0 0 0 0 0 9 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1923" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 8 0 21 0 0 0 0 0 0 0 0 0 0
"ASV1928" 0 0 0 0 0 0 2 2 1 1 2 1 2 0 1 0 1 1 0 0 1 0 3 0 0 1 2 0 0 0 1 0 0 0 0 0
"ASV1933" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1935" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3 4 10 0 5 7 0 2 0 0 6 1 0
"ASV1936" 0 0 0 0 0 1 1 0 1 0 2 0 0 0 0 0 4 1 16 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 1 0
"ASV1942" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1943" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0
"ASV1945" 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1946" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0
"ASV1949" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 11 0 0 0 0 0 0 0 0 0
"ASV1950" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0
"ASV1952" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1953" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0
"ASV1958" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1959" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 7 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
"ASV1961" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14
"ASV1962" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0
"ASV1963" 0 7 10 0 2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1965" 0 0 0 0 0 0 0 0 0 0 9 0 1 0 0 0 3 0 0 0 0 0 6 0 0 0 11 0 0 0 0 0 0 0 0 0
"ASV1972" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
"ASV836" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 0 0 0 0 0 0 0 0
"ASV837" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 1 0 0 6 29 0 0 2 0 0 0 0 0 0 0
"ASV839" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 0 0 0
"ASV840" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 48 0 0 0 0 0 0 0 11 0 0 0 0 0
"ASV846" 0 0 2 1 3 0 0 1 2 3 2 1 2 0 3 0 4 0 0 2 4 4 14 0 0 2 9 0 0 0 14 0 0 0 2 4
"ASV851" 0 0 3 0 0 1 0 0 0 3 0 1 0 0 44 0 0 13 6 0 0 0 2 0 0 0 0 0 0 0 9 0 8 0 0 0
"ASV853" 0 0 0 0 0 0 2 0 0 0 10 1 1 1 2 4 10 1 0 0 1 14 2 0 0 0 12 3 1 0 1 0 0 1 1 0
"ASV856" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 1 0 1 0 0 0 0 1 0 94 0 0 0 1 0 0 1
"ASV860" 0 1 2 0 3 0 0 0 1 1 3 0 2 1 0 2 11 0 0 18 0 1 3 0 0 0 39 2 1 0 1 1 0 2 0 0
"ASV864" 0 0 1 0 0 0 0 0 0 1 3 0 0 0 6 0 0 0 0 18 0 0 0 0 0 0 0 1 34 0 0 0 0 0 0 0
"ASV872" 0 2 0 0 0 0 0 0 7 0 0 4 0 0 0 0 10 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0
"ASV874" 0 0 0 0 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 0 0 1 0 0 0
"ASV877" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 10 6 0 0 0 0 0 0 0 0 0 0 3 0
"ASV881" 0 0 7 0 5 0 0 0 1 1 0 0 0 0 4 0 0 0 0 0 0 0 0 5 0 0 0 0 0 47 0 7 0 0 0 0
"ASV888" 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 54 5 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
"ASV895" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV896" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 87 0 0 0 7 0 0 0
"ASV898" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 0
"ASV899" 3 36 14 0 0 18 3 0 5 6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0
"ASV901" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 19 0 0 0 0 0 17
"ASV903" 0 14 8 0 0 0 0 3 16 6 3 0 0 0 3 1 4 0 5 7 0 30 0 2 0 0 2 0 24 0 0 3 0 0 0 0
"ASV905" 0 0 0 0 0 0 3 0 3 0 2 4 2 1 4 1 2 1 0 1 2 2 6 0 0 2 0 0 0 0 4 0 0 19 0 10
"ASV912" 0 0 0 1 2 1 3 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 40 0 0 0 0 1 0 0 0 0 0 0 0 0
"ASV914" 0 0 0 0 0 0 0 0 0 1 0 7 0 0 0 0 0 48 6 0 0 0 0 1 0 0 0 18 0 0 0 0 1 0 0 0
"ASV917" 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 73 0 0 0 0 0 0 0 0 0 0
"ASV1464" 0 0 1 0 0 0 5 1 0 2 2 1 3 10 2 4 2 5 0 2 3 0 24 0 0 2 5 0 0 0 22 0 0 0 1 0
"ASV920" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV921" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0 0 0
"ASV922" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56 0 0 0 0 0 0
"ASV924" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0
"ASV928" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0
"ASV933" 0 1 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 11 0 0 0 0 0 20
"ASV935" 0 0 0 2 0 0 0 0 0 2 1 1 11 0 0 0 0 0 0 0 1 25 0 0 0 0 0 0 0 0 0 0 12 0 0 15
"ASV937" 0 0 0 0 0 0 2 0 7 0 9 0 0 0 0 6 22 6 0 0 14 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"ASV941" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0
"ASV944" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 6 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0
"ASV947" 0 82 2 0 0 0 1 0 4 1 0 0 7 10 5 0 4 2 0 0 0 2 0 0 0 0 13 6 0 0 0 0 4 0 0 0
"ASV948" 0 0 0 0 0 0 0 0 0 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV951" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 26 0 0 0 0 31 0 0 0 0 0 0 0 0
"ASV952" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 1 0 9 0 2 0 6 0 0 0
"ASV955" 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 9 0 1 34 0 0 0 5 0 0 0 0 0 0 0
"ASV966" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 41 0 0 0 0 10 0 0 0 2 0 0 0 0 0 0 0 0 0
"ASV967" 0 16 0 0 1 4 9 3 0 1 0 0 0 1 0 2 0 13 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0
"ASV1003" 0 0 0 0 1 0 1 0 0 0 1 1 0 1 0 1 1 0 0 0 0 1 0 1 0 0 1 9 0 24 1 0 0 0 12 0
"ASV977" 4 0 2 1 1 0 3 1 3 1 2 1 0 5 0 1 1 3 0 1 1 0 12 0 0 2 10 0 0 0 4 0 0 0 4 3
"ASV978" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 19 18 0 0 0 0 0 0 0 2 16 0 0 0 0 7 7
"ASV984" 0 0 0 0 0 0 0 0 5 2 0 0 0 0 0 4 0 4 0 0 0 1 0 11 20 2 4 13 1 0 0 0 4 0 1 1
"ASV986" 5 0 0 0 0 11 0 0 0 0 3 6 3 22 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV992" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 6 1 15 0 4 22 1 0 3 0 0 0
"ASV993" 0 0 0 0 0 0 0 0 3 0 9 0 0 3 0 0 0 0 0 7 0 0 0 31 0 0 0 0 0 0 0 11 0 14 0 0
"ASV2479" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2480" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0
"ASV2482" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0
"ASV2483" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0
"ASV2485" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 12 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0
"ASV2495" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2498" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0
"ASV2500" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 19 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2502" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2504" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0
"ASV2508" 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2509" 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 6 18 0 0 0 5 0 0 2
"ASV2513" 0 0 1 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 3 3 0 0 0 1 0 0 0 0 0
