"K20_1M10" "K20_1M2" "K20_1S10" "K20_1S2" "K20_2M10" "K20_2M2" "K20_2S10" "K20_2S2" "K20_3M10" "K20_3M2" "K20_3S10" "K20_3S2" "K21_1M10" "K21_1M2" "K21_1S10" "K21_1S2" "K21_2M10" "K21_2M2" "K21_2S10" "K21_2S2" "K21_3M10" "K21_3M2" "K21_3S10" "K21_3S2" "K22_1M10" "K22_1M2" "K22_1S10" "K22_1S2" "K22_2M10" "K22_2M2" "K22_2S10" "K22_2S2" "K22_3M10" "K22_3M2" "K22_3S10" "K22_3S2"
"ASV2070" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 11 0
"ASV2071" 0 1 1 3 3 0 5 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2076" 0 2 0 0 0 0 0 0 2 0 0 1 0 0 5 0 0 0 0 1 11 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0
"ASV2080" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 17 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2083" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0
"ASV2084" 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 0 0 0 0 0 1
"ASV2085" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 12 0 0 1 0
"ASV2086" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0
"ASV2091" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2114" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0
"ASV2115" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15
"ASV2120" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV2129" 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 8 0 0 0 0 0 0 0 0 0 0 0
"ASV2136" 0 2 0 0 2 0 1 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"ASV2137" 8 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0
"ASV2139" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1361" 0 3 0 0 0 0 5 1 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
"ASV1366" 1 0 0 0 0 0 0 0 0 1 1 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1367" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 5 0 0 0 0 0 26 0 0 0 0 0 7 0 1 0 0 0
"ASV1369" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 20 0 0 0 0 0 0 0
"ASV1370" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0
"ASV1373" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1376" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0
"ASV1377" 0 0 0 0 1 0 0 1 0 0 2 0 0 0 4 0 7 0 0 0 0 0 0 0 0 3 1 0 1 0 0 0 0 21 1 3
"ASV1378" 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1380" 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 22 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1385" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1390" 0 3 1 0 0 0 0 1 0 0 0 0 0 17 0 0 0 0 0 14 0 7 0 0 1 0 0 0 0 0 2 1 0 0 0 0
"ASV1400" 2 0 0 0 4 0 0 1 0 1 7 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1402" 0 0 1 0 1 0 2 0 0 0 0 1 2 0 0 0 0 1 0 0 1 1 4 0 0 0 1 0 0 0 6 0 0 0 0 2
"ASV1405" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 20.5 0 2 0 0 0 0 0
"ASV1406" 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 17 0
"ASV1407" 0 0 0 0 0 5 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22
"ASV1410" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 2 0 0 0 0 0 0 0
"ASV1416" 0 0 0 0 1 0 2 0 0 0 1 1 4 0 0 1 1 1 0 1 1 2 5 0 0 0 3 0 0 0 3 0 0 0 2 0
"ASV1417" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.5 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1422" 0 0 0 3 0 0 0 0 0 0 0 0 14 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
"ASV1425" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0
"ASV1426" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1427" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 12 0 0 0 2 0 1 0
"ASV1430" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1431" 16 0 3 0 0 2 7 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1432" 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 1 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1434" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0
"ASV1436" 0 0 0 0 0 0 1 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1437" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 17 1 7 0 0 0 2 0 4 0 0 0 0 1 0 0 3 0 0 0 0 0
"ASV1438" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1446" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 6 0 0 0 0 0
"ASV1448" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19.5 0 0 0 0 0 0 0
"ASV1450" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0
"ASV1451" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0
"ASV1452" 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 15 0 0 0 31 0 0 0 0 0 0 0 2 0
"ASV1459" 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 13 0 0 0 0 0 0 0 0 0 0
"ASV1461" 0 2 0 0 0 0 0 0 1 0 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12
"ASV1462" 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 13 0 0 1 0 0 0 0 0
"ASV1466" 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ASV1468" 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1469" 0 7 0 3 10 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0
"ASV1476" 0 2 0 2 0 1 2 1 2 2 2 1 15 0 12 5 7 2 16 2 2 1 10 2 2 3 3 3 5 0 7 4 13 2 5 3
"ASV1486" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 28 0 0 0 1
"ASV1487" 0 0 1 0 0 0 0 1 0 0 8 0 0 0 6 0 0 0 0 0 2 0 1 0 0 0 0 0 3 0 4 0 0 0 0 0
"ASV1489" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 0 14 0 0 0 0 0 0 0
"ASV1494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0
"ASV1495" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24
"ASV1498" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0
"ASV1504" 3 2 1 14 1 0 0 2 0 4 3 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0
"ASV1826" 0 3 0 0 0 0 0 0 4 0 0 0 0 10 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 2 0 0
"ASV1827" 14 0 0 2 0 1 0 0 2 7 2 0 0 3 2 0 0 0 0 0 0 0 0 0 10 0 8 0 9 0 4 7 0 7 0 13
"ASV1835" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 10 0 0 0 0 0
"ASV1836" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0
"ASV1838" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0
"ASV1841" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0
"ASV1844" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1847" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 8 0 0 0
"ASV1850" 6 3 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 15 0 0 0 0 4 0 0 0 0 0 0 0 0 0
"ASV1851" 0 0 0 2 0 4 0 0 1.5 1.5 6 0 0 0 0 0 0 0 8 0 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1855" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0
"ASV1856" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1861" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0
"ASV1864" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
"ASV1871" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0
"ASV1872" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0
"ASV1873" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0
"ASV1876" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0
"ASV1877" 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 6 0 0 0 0 0 0 0
"ASV1879" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0
"ASV1882" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 8 0 8 0 0 0 0 0 11 0
"ASV1883" 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1889" 0 0 11 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0
"ASV1893" 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1898" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 6 0 0 0 0 16 0 0 0 0 0 4 2 0 0 0
"ASV1901" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 9 0
"ASV1902" 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1904" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.5 0 0 0 0 0 0 0 0 0 0 0
"ASV1907" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0
"ASV1911" 3 2 0 0 0 2 12 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1913" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0
"ASV1918" 0 0 0 0 0 0 2 6 0 0 0 0 0 0 1 0 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1921" 0 5 0 0 0 0 0 0 6 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1923" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 6 0 17.5 0 0 0 0 0 0 0 0 0 0
"ASV1928" 0 0 0 0 0 0 1 1 1 1 1 1 2 0 1 0 1 1 0 0 1 0 3 0 0 1 2 0 0 0 1 0 0 0 0 0
"ASV1933" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1935" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 4 8 0 4 5 0 2 0 0 5 1 0
"ASV1936" 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 3 1 12 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 1 0
"ASV1942" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1943" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0
"ASV1945" 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1946" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0
"ASV1949" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 11 0 0 0 0 0 0 0 0 0
"ASV1950" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0
"ASV1952" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1953" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
"ASV1958" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1959" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 6 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0
"ASV1961" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11
"ASV1962" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0
"ASV1963" 0 5 6 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV1965" 0 0 0 0 0 0 0 0 0 0 6 0 1 0 0 0 2 0 0 0 0 0 5 0 0 0 11 0 0 0 0 0 0 0 0 0
"ASV1972" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0
"ASV836" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0
"ASV837" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 1 0 0 6 24 0 0 2 0 0 0 0 0 0 0
"ASV839" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0
"ASV840" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 40 0 0 0 0 0 0 0 10 0 0 0 0 0
"ASV846" 0 0 1 1 2 0 0 1 1 2 1 1 2 0 3 0 3 0 0 2 4 3 12 0 0 2 9 0 0 0 12 0 0 0 2 3
"ASV851" 0 0 2 0 0 1 0 0 0 2 0 1 0 0 37 0 0 9 5 0 0 0 2 0 0 0 0 0 0 0 8 0 6 0 0 0
"ASV853" 0 0 0 0 0 0 1 0 0 0 7 1 1 1 2 3 8 1 0 0 1 12 2 0 0 0 12 3 1 0 1 0 0 1 1 0
"ASV856" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 0 1 0 0 0 0 1 0 71.5 0 0 0 1 0 0 1
"ASV860" 0 1 1 0 2 0 0 0 1 1 2 0 2 1 0 1 9 0 0 13 0 1 3 0 0 0 39 2 1 0 1 1 0 2 0 0
"ASV864" 0 0 1 0 0 0 0 0 0 1 2 0 0 0 5 0 0 0 0 13 0 0 0 0 0 0 0 1 26 0 0 0 0 0 0 0
"ASV872" 0 1 0 0 0 0 0 0 4 0 0 3 0 0 0 0 8 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0
"ASV874" 0 0 0 0 0 1 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 1 0 0 0
"ASV877" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 9 4 0 0 0 0 0 0 0 0 0 0 2.5 0
"ASV881" 0 0 4 0 4 0 0 0 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 35 0 6 0 0 0 0
"ASV888" 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 39 4 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0
"ASV895" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV896" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 0 0 0 5 0 0 0
"ASV898" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0
"ASV899" 2 24 8 0 0 13 2 0 3 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0
"ASV901" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 14 0 0 0 0 0 14
"ASV903" 0 10 5 0 0 0 0 2 11 4.5 2 0 0 0 3 1 3 0 4 6 0 25 0 1 0 0 2 0 19 0 0 3 0 0 0 0
"ASV905" 0 0 0 0 0 0 2 0 2 0 2 3 2 1 3.5 1 2 1 0 1 2 2 5 0 0 2 0 0 0 0 4 0 0 14.5 0 8
"ASV912" 0 0 0 1 2 1 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 33 0 0 0 0 1 0 0 0 0 0 0 0 0
"ASV914" 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0 0 0 33 5 0 0 0 0 1 0 0 0 16 0 0 0 0 1 0 0 0
"ASV917" 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0
"ASV1464" 0 0 1 0 0 0 3 1 0 2 1 1 3 8 2 3 2 4 0 1 3 0 20 0 0 2 5 0 0 0 19 0 0 0 1 0
"ASV920" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV921" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0
"ASV922" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41.5 0 0 0 0 0 0
"ASV924" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0
"ASV928" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0
"ASV933" 0 1 0 0 0 0 0 0 0 0 0 0 0 5.5 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 8.5 0 0 0 0 0 16
"ASV935" 0 0 0 1 0 0 0 0 0 2 1 1 9 0 0 0 0 0 0 0 1 20 0 0 0 0 0 0 0 0 0 0 8 0 0 12
"ASV937" 0 0 0 0 0 0 1 0 5 0 6 0 0 0 0 4 18 4 0 0 12 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"ASV941" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0
"ASV944" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 5 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0
"ASV947" 0 57 1 0 0 0 1 0 3 1 0 0 6 8 4 0 3 1 0 0 0 2 0 0 0 0 13 5 0 0 0 0 3 0 0 0
"ASV948" 0 0 0 0 0 0 0 0 0 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV951" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 22 0 0 0 0 26 0 0 0 0 0 0 0 0
"ASV952" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.5 0 0 0 0 0 0 1 0 7 0 2 0 4 0 0 0
"ASV955" 5.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 8 0 1 31 0 0 0 4 0 0 0 0 0 0 0
"ASV966" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 28 0 0 0 0 8.5 0 0 0 2 0 0 0 0 0 0 0 0 0
"ASV967" 0 11 0 0 1 3 6 2 0 1 0 0 0 1 0 1.5 0 9 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0
"ASV1003" 0 0 0 0 1 0 1 0 0 0 1 1 0 1 0 1 1 0 0 0 0 1 0 1 0 0 1 8 0 18 1 0 0 0 10 0
"ASV977" 3 0 1 1 1 0 2 1 2 1 1 1 0 4 0 1 1 2 0 1 1 0 10 0 0 2 10 0 0 0 3 0 0 0 3 2
"ASV978" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 14 16 0 0 0 0 0 0 0 2 13 0 0 0 0 6 6
"ASV984" 0 0 0 0 0 0 0 0 4 2 0 0 0 0 0 3 0 3 0 0 0 1 0 8 18 2 4 11 1 0 0 0 3 0 1 1
"ASV986" 4 0 0 0 0 8 0 0 0 0 2 4 3 17 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ASV992" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 6 1 15 0 3 17 1 0 2 0 0 0
"ASV993" 0 0 0 0 0 0 0 0 2 0 6 0 0 2 0 0 0 0 0 5 0 0 0 21 0 0 0 0 0 0 0 9 0 11 0 0
"ASV2479" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
