"Kingdom" "Phyla" "Class" "Order" "Family" "Genus" "lowest"
"ASV1781" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" "Nonomuraea" "g__Nonomuraea"
"ASV1782" "Bacteria" "Armatimonadota" "Armatimonadota_insertae_sedis_class" "Armatimonadota_insertae_sedis_order" "Armatimonadota_insertae_sedis_family" "Armatimonadota_insertae_sedis_genus" "g__Armatimonadota_insertae_sedis_genus"
"ASV1784" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "unclassified" "unclassified" "unclassified" "c__Gammaproteobacteria"
"ASV1785" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia" "g__Massilia"
"ASV1786" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingopyxis" "g__Sphingopyxis"
"ASV1787" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1788" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "Saccharimonadales_insertae_sedis_family" "Saccharimonadales_insertae_sedis_genus" "g__Saccharimonadales_insertae_sedis_genus"
"ASV1789" "Bacteria" "Planctomycetota" "BD7-11" "BD7-11_insertae_sedis_order" "BD7-11_insertae_sedis_family" "BD7-11_insertae_sedis_genus" "g__BD7-11_insertae_sedis_genus"
"ASV1791" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "TRA3-20" "TRA3-20_insertae_sedis_genus" "g__TRA3-20_insertae_sedis_genus"
"ASV1792" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1793" "Bacteria" "Bacteroidota" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Chitinophagaceae_insertae_sedis_genus" "g__Chitinophagaceae_insertae_sedis_genus"
"ASV1794" "Bacteria" "Chloroflexota" "TK10" "TK10_insertae_sedis_order" "TK10_insertae_sedis_family" "TK10_insertae_sedis_genus" "g__TK10_insertae_sedis_genus"
"ASV1795" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Xanthobacteraceae" "unclassified" "f__Xanthobacteraceae"
"ASV1796" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1797" "Bacteria" "Bacillota" "Thermovenabulia" "Thermovenabulales" "Thermosediminibacteraceae" "unclassified" "f__Thermosediminibacteraceae"
"ASV1799" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoactinomyces" "g__Thermoactinomyces"
"ASV1801" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Rhodobacterales" "Paracoccaceae" "unclassified" "f__Paracoccaceae"
"ASV1802" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "AKAU3564_sediment_group" "AKAU3564_sediment_group_insertae_sedis_genus" "g__AKAU3564_sediment_group_insertae_sedis_genus"
"ASV1803" "Bacteria" "Chloroflexota" "Anaerolineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_insertae_sedis_genus" "g__Caldilineaceae_insertae_sedis_genus"
"ASV1804" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1805" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1806" "Bacteria" "Bacillota" "Limnochordia" "Limnochordia_insertae_sedis_order" "Limnochordia_insertae_sedis_family" "Limnochordia_insertae_sedis_genus" "g__Limnochordia_insertae_sedis_genus"
"ASV1807" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1808" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "g__Anaerolinea"
"ASV1809" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1810" "Bacteria" "Chloroflexota" "Dehalococcoidia" "S085" "S085_insertae_sedis_family" "S085_insertae_sedis_genus" "g__S085_insertae_sedis_genus"
"ASV1812" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1815" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Comamonadaceae" "[Polyangium]_brachysporum_group" "g__[Polyangium]_brachysporum_group"
"ASV1817" "Bacteria" "Thermotogota" "Thermotogae" "Thermotogales" "Thermotogaceae" "Pseudothermotoga" "g__Pseudothermotoga"
"ASV1818" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Lachnospiraceae" "Anaerocolumna" "g__Anaerocolumna"
"ASV1820" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineaceae" "Aggregatilinea" "g__Aggregatilinea"
"ASV1821" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV1822" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "A4b" "A4b_insertae_sedis_genus" "g__A4b_insertae_sedis_genus"
"ASV1824" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1269" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "Thermoclostridium" "g__Thermoclostridium"
"ASV1270" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Caldovatus" "g__Caldovatus"
"ASV1272" "Bacteria" "Chloroflexota" "Anaerolineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_insertae_sedis_genus" "g__Caldilineaceae_insertae_sedis_genus"
"ASV1273" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "Sandaracinaceae" "Sandaracinaceae_insertae_sedis_genus" "g__Sandaracinaceae_insertae_sedis_genus"
"ASV1274" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1276" "Bacteria" "Bacillota" "Bacilli" "Bacilli_insertae_sedis_order" "Bacilli_insertae_sedis_family" "Bacilli_insertae_sedis_genus" "g__Bacilli_insertae_sedis_genus"
"ASV1277" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV1279" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiia" "Pedosphaerales" "Pedosphaeraceae" "Pedosphaeraceae_insertae_sedis_genus" "g__Pedosphaeraceae_insertae_sedis_genus"
"ASV1280" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1283" "Bacteria" "Bacillota" "Limnochordia" "M55-D21" "M55-D21_insertae_sedis_family" "M55-D21_insertae_sedis_genus" "g__M55-D21_insertae_sedis_genus"
"ASV1284" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1285" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV1286" "Bacteria" "Chloroflexota" "Chloroflexia" "Thermomicrobiales" "AKYG1722" "AKYG1722_insertae_sedis_genus" "g__AKYG1722_insertae_sedis_genus"
"ASV1287" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "Chryseolinea" "g__Chryseolinea"
"ASV1288" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV1289" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "YM_S32_TM7_50_20" "YM_S32_TM7_50_20_insertae_sedis_genus" "g__YM_S32_TM7_50_20_insertae_sedis_genus"
"ASV1290" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV1291" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV1292" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1293" "Bacteria" "Actinomycetota" "Actinobacteria" "unclassified" "unclassified" "unclassified" "c__Actinobacteria"
"ASV1294" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Acidiferrobacterales" "Acidiferrobacteraceae" "Sulfurifustis" "g__Sulfurifustis"
"ASV1295" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Hymenobacteraceae" "Adhaeribacter" "g__Adhaeribacter"
"ASV1296" "Bacteria" "Planctomycetota" "Planctomycetes" "Isosphaerales" "Isosphaeraceae" "Tautonia" "g__Tautonia"
"ASV1297" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Iamiaceae" "Aquihabitans" "g__Aquihabitans"
"ASV1298" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Pseudomonadales" "Pseudohongiellaceae" "BIyi10" "g__BIyi10"
"ASV1299" "Bacteria" "Bacillota" "Bacilli" "Brevibacillales" "Brevibacillaceae" "Brevibacillus" "g__Brevibacillus"
"ASV1300" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV1301" "Bacteria" "Actinomycetota" "Thermoleophilia" "Gaiellales" "Gaiellales_insertae_sedis_family" "Gaiellales_insertae_sedis_genus" "g__Gaiellales_insertae_sedis_genus"
"ASV1302" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" "Sphaerisporangium" "g__Sphaerisporangium"
"ASV1303" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "Phycisphaeraceae_insertae_sedis_genus" "g__Phycisphaeraceae_insertae_sedis_genus"
"ASV1304" "Bacteria" "Armatimonadota" "Armatimonadota_insertae_sedis_class" "Armatimonadota_insertae_sedis_order" "Armatimonadota_insertae_sedis_family" "Armatimonadota_insertae_sedis_genus" "g__Armatimonadota_insertae_sedis_genus"
"ASV1305" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV1306" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "UCG-010" "UCG-010_insertae_sedis_genus" "g__UCG-010_insertae_sedis_genus"
"ASV1307" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1308" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "BIrii41" "BIrii41_insertae_sedis_genus" "g__BIrii41_insertae_sedis_genus"
"ASV1310" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1313" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridium" "g__Clostridium"
"ASV1315" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Myxococcaceae" "unclassified" "f__Myxococcaceae"
"ASV1316" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV1317" "Bacteria" "Bacillota" "Bacilli" "Brevibacillales" "Brevibacillaceae" "Brevibacillus" "g__Brevibacillus"
"ASV1318" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiia" "Verrucomicrobiales" "Verrucomicrobiaceae" "Verrucomicrobiaceae_insertae_sedis_genus" "g__Verrucomicrobiaceae_insertae_sedis_genus"
"ASV1319" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Bacillaceae_insertae_sedis_genus" "g__Bacillaceae_insertae_sedis_genus"
"ASV1320" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Pseudobdellovibrionaceae" "Pseudobdellovibrionaceae_insertae_sedis_genus" "g__Pseudobdellovibrionaceae_insertae_sedis_genus"
"ASV1321" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1322" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Pseudobdellovibrionaceae" "Pseudobdellovibrionaceae_insertae_sedis_genus" "g__Pseudobdellovibrionaceae_insertae_sedis_genus"
"ASV1323" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV1325" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Croceibacterium" "g__Croceibacterium"
"ASV1326" "Bacteria" "Aquificota" "Aquificia" "Aquificales" "Aquificaceae" "Thermothrix" "g__Thermothrix"
"ASV1327" "Bacteria" "Bacteroidota" "Bacteroidia" "Bacteroidales" "Bacteroidetes_vadinHA17" "Bacteroidetes_vadinHA17_insertae_sedis_genus" "g__Bacteroidetes_vadinHA17_insertae_sedis_genus"
"ASV1331" "Bacteria" "Actinomycetota" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Pseudonocardia" "g__Pseudonocardia"
"ASV1332" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Oxobacteraceae" "Oxobacter" "g__Oxobacter"
"ASV1334" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Vulgatibacteraceae" "Vulgatibacter" "g__Vulgatibacter"
"ASV1336" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "B1-7BS" "B1-7BS_insertae_sedis_genus" "g__B1-7BS_insertae_sedis_genus"
"ASV1337" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV1338" "Bacteria" "Bacillota" "Bacilli" "Caldalkalibacillales" "Caldalkalibacillaceae" "Caldalkalibacillus" "g__Caldalkalibacillus"
"ASV1339" "Bacteria" "Bacillota" "Symbiobacteriia" "Symbiobacteriales" "Symbiobacteraceae" "Symbiobacterium" "g__Symbiobacterium"
"ASV1341" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1343" "Bacteria" "Planctomycetota" "Phycisphaerae" "Pla1_lineage" "Pla1_lineage_insertae_sedis_family" "Pla1_lineage_insertae_sedis_genus" "g__Pla1_lineage_insertae_sedis_genus"
"ASV1344" "Bacteria" "Bacillota" "Clostridia" "Peptostreptococcales-Tissierellales" "Family_XI" "Tepidimicrobium" "g__Tepidimicrobium"
"ASV1345" "Bacteria" "SAR324_clade" "Candidatus_Nitrosoarchaeum" "Candidatus_Nitrosoarchaeum_insertae_sedis_class" "Candidatus_Nitrosoarchaeum_insertae_sedis_order" "Candidatus_Nitrosoarchaeum_insertae_sedis_family" "g__Candidatus_Nitrosoarchaeum_insertae_sedis_family"
"ASV1346" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "unclassified" "f__Rhizobiaceae"
"ASV1348" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1349" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1350" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "CCD24" "CCD24_insertae_sedis_family" "CCD24_insertae_sedis_genus" "g__CCD24_insertae_sedis_genus"
"ASV1351" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1352" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Caloramatoraceae" "unclassified" "f__Caloramatoraceae"
"ASV1354" "Bacteria" "Bacillota" "Thermovenabulia" "Thermovenabulales" "Thermosediminibacteraceae" "unclassified" "f__Thermosediminibacteraceae"
"ASV1355" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "unclassified" "f__Micromonosporaceae"
"ASV1356" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "unclassified" "unclassified" "unclassified" "c__Gammaproteobacteria"
"ASV1357" "Bacteria" "Gemmatimonadota" "Gemmatimonadia" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonadaceae_insertae_sedis_genus" "g__Gemmatimonadaceae_insertae_sedis_genus"
"ASV1360" "Bacteria" "Gemmatimonadota" "Gemmatimonadia" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonadaceae_insertae_sedis_genus" "g__Gemmatimonadaceae_insertae_sedis_genus"
"ASV1361" "Bacteria" "Bacillota" "Clostridia" "Peptostreptococcales-Tissierellales" "Family_XI" "Tepidimicrobium" "g__Tepidimicrobium"
"ASV1362" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "Sandaracinaceae" "Sandaracinaceae_insertae_sedis_genus" "g__Sandaracinaceae_insertae_sedis_genus"
"ASV1363" "Bacteria" "Chloroflexota" "TK10" "TK10_insertae_sedis_order" "TK10_insertae_sedis_family" "TK10_insertae_sedis_genus" "g__TK10_insertae_sedis_genus"
"ASV1365" "Bacteria" "Bacillota" "Thermovenabulia" "Thermovenabulales" "Tepidanaerobacteraceae" "Tepidanaerobacter" "g__Tepidanaerobacter"
"ASV1366" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1367" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1368" "Bacteria" "Chloroflexota" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "unclassified" "f__Roseiflexaceae"
"ASV1369" "Bacteria" "Acidobacteriota" "Blastocatellia" "Blastocatellales" "Blastocatellaceae" "Stenotrophobacter" "g__Stenotrophobacter"
"ASV1370" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "unclassified" "f__Micromonosporaceae"
"ASV1371" "Bacteria" "Bdellovibrionota" "Bdellovibrionia" "Bdellovibrionales" "Pseudobdellovibrionaceae" "Pseudobdellovibrionaceae_insertae_sedis_genus" "g__Pseudobdellovibrionaceae_insertae_sedis_genus"
"ASV1373" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1374" "Bacteria" "Actinomycetota" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides" "g__Nocardioides"
"ASV1375" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Microtrichales_insertae_sedis_family" "Microtrichales_insertae_sedis_genus" "g__Microtrichales_insertae_sedis_genus"
"ASV1376" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochorda" "g__Limnochorda"
"ASV1377" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Sutterellaceae" "Sutterellaceae_insertae_sedis_genus" "g__Sutterellaceae_insertae_sedis_genus"
"ASV1380" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Longispora" "g__Longispora"
"ASV1381" "Bacteria" "Bacillota" "Dethiobacteria" "Dethiobacterales" "Dethiobacteraceae" "Dethiobacter" "g__Dethiobacter"
"ASV1382" "Bacteria" "Chloroflexota" "Anaerolineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_insertae_sedis_genus" "g__Caldilineaceae_insertae_sedis_genus"
"ASV1385" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordales_insertae_sedis_family" "Limnochordales_insertae_sedis_genus" "g__Limnochordales_insertae_sedis_genus"
"ASV1386" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" "Luteitalea" "g__Luteitalea"
"ASV1387" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1388" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1390" "Bacteria" "Thermotogota" "Thermotogae" "Petrotogales" "Petrotogaceae" "Defluviitoga" "g__Defluviitoga"
"ASV1391" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV1392" "Bacteria" "Bacillota" "Clostridia" "Thermincolales" "Thermincolaceae" "Thermincola" "g__Thermincola"
"ASV1393" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV8493" "Bacteria" "Bacillota" "Symbiobacteriia" "Symbiobacteriales" "Symbiobacteraceae" "Symbiobacterium" "g__Symbiobacterium"
"ASV8496" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoactinomycetaceae_insertae_sedis_genus" "g__Thermoactinomycetaceae_insertae_sedis_genus"
"ASV8497" "Bacteria" "Bacillota" "Desulfotomaculia" "Desulfotomaculales" "Pelotomaculaceae" "Pelotomaculum" "g__Pelotomaculum"
"ASV8499" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiia" "Verrucomicrobiales" "unclassified" "unclassified" "o__Verrucomicrobiales"
"ASV8500" "Bacteria" "Chloroflexota" "Chloroflexia" "Thermomicrobiales" "JG30-KF-CM45" "JG30-KF-CM45_insertae_sedis_genus" "g__JG30-KF-CM45_insertae_sedis_genus"
"ASV8502" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV8506" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineales_insertae_sedis_family" "Aggregatilineales_insertae_sedis_genus" "g__Aggregatilineales_insertae_sedis_genus"
"ASV8508" "Bacteria" "Actinomycetota" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Asanoa" "g__Asanoa"
"ASV8512" "Bacteria" "Bacillota" "Bacillota_insertae_sedis_class" "Bacillota_insertae_sedis_order" "Bacillota_insertae_sedis_family" "Bacillota_insertae_sedis_genus" "g__Bacillota_insertae_sedis_genus"
"ASV8513" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
